sku_id,date,units_sold
10124A,2010-01-18,0.0
10124A,2010-01-25,0.0
10124A,2010-02-01,0.0
10124A,2010-02-08,0.0
10124A,2010-02-15,0.0
10124A,2010-02-22,0.0
10124A,2010-03-01,0.0
10124A,2010-03-08,0.0
10124A,2010-03-15,3.0
10124A,2010-03-22,0.0
10124A,2010-03-29,0.0
10124A,2010-04-05,1.0
10124A,2010-04-12,0.0
10124A,2010-04-19,0.0
10124A,2010-04-26,0.0
10124A,2010-05-03,0.0
10124A,2010-05-10,0.0
10124A,2010-05-17,0.0
10124A,2010-05-24,0.0
10124A,2010-05-31,3.0
10124A,2010-06-07,0.0
10124A,2010-06-14,0.0
10124A,2010-06-21,0.0
10124A,2010-06-28,2.0
10124A,2010-07-05,0.0
10124A,2010-07-12,0.0
10124A,2010-07-19,0.0
10124A,2010-07-26,0.0
10124A,2010-08-02,0.0
10124A,2010-08-09,5.0
10124A,2010-08-16,0.0
10124A,2010-08-23,0.0
10124A,2010-08-30,0.0
10124A,2010-09-06,9.0
10124A,2010-09-13,9.0
10124A,2010-09-20,3.0
10124A,2010-09-27,1.0
10124A,2010-10-04,0.0
10124A,2010-10-11,0.0
10124A,2010-10-18,3.0
10124A,2010-10-25,0.0
10124A,2010-11-01,0.0
10124A,2010-11-08,0.0
10124A,2010-11-15,3.0
10124A,2010-11-22,0.0
10124A,2010-11-29,0.0
10124A,2010-12-06,4.0
10124A,2010-12-13,0.0
10124A,2010-12-20,0.0
10124A,2010-12-27,0.0
10124A,2011-01-03,0.0
10124A,2011-01-10,0.0
10124A,2011-01-17,0.0
10124A,2011-01-24,0.0
10124A,2011-01-31,0.0
10124A,2011-02-07,3.0
10124A,2011-02-14,0.0
10124A,2011-02-21,0.0
10124A,2011-02-28,0.0
10124A,2011-03-07,0.0
10124A,2011-03-14,4.0
10124A,2011-03-21,1.0
10124A,2011-03-28,0.0
10124A,2011-04-04,0.0
10124A,2011-04-11,0.0
10124A,2011-04-18,0.0
10124A,2011-04-25,0.0
10124A,2011-05-02,0.0
10124A,2011-05-09,0.0
10124A,2011-05-16,0.0
10124A,2011-05-23,0.0
10124A,2011-05-30,0.0
10124A,2011-06-06,0.0
10124A,2011-06-13,0.0
10124A,2011-06-20,0.0
10124A,2011-06-27,0.0
10124A,2011-07-04,0.0
10124A,2011-07-11,0.0
10124A,2011-07-18,0.0
10124A,2011-07-25,0.0
10124A,2011-08-01,0.0
10124A,2011-08-08,0.0
10124A,2011-08-15,0.0
10124A,2011-08-22,0.0
10124A,2011-08-29,0.0
10124A,2011-09-05,0.0
10124A,2011-09-12,0.0
10124A,2011-09-19,0.0
10124A,2011-09-26,0.0
10124A,2011-10-03,0.0
10124A,2011-10-10,0.0
10124A,2011-10-17,0.0
10124A,2011-10-24,0.0
10124A,2011-10-31,4.0
10124A,2011-11-07,0.0
10124A,2011-11-14,0.0
10124A,2011-11-21,0.0
10124A,2011-11-28,0.0
10124A,2011-12-05,0.0
10124G,2009-11-30,0.0
10124G,2009-12-07,0.0
10124G,2009-12-14,0.0
10124G,2009-12-21,0.0
10124G,2009-12-28,0.0
10124G,2010-01-04,0.0
10124G,2010-01-11,0.0
10124G,2010-01-18,0.0
10124G,2010-01-25,0.0
10124G,2010-02-01,0.0
10124G,2010-02-08,0.0
10124G,2010-02-15,0.0
10124G,2010-02-22,0.0
10124G,2010-03-01,0.0
10124G,2010-03-08,0.0
10124G,2010-03-15,0.0
10124G,2010-03-22,0.0
10124G,2010-03-29,0.0
10124G,2010-04-05,0.0
10124G,2010-04-12,0.0
10124G,2010-04-19,0.0
10124G,2010-04-26,0.0
10124G,2010-05-03,0.0
10124G,2010-05-10,1.0
10124G,2010-05-17,1.0
10124G,2010-05-24,0.0
10124G,2010-05-31,3.0
10124G,2010-06-07,0.0
10124G,2010-06-14,0.0
10124G,2010-06-21,0.0
10124G,2010-06-28,0.0
10124G,2010-07-05,0.0
10124G,2010-07-12,0.0
10124G,2010-07-19,0.0
10124G,2010-07-26,0.0
10124G,2010-08-02,0.0
10124G,2010-08-09,5.0
10124G,2010-08-16,0.0
10124G,2010-08-23,0.0
10124G,2010-08-30,0.0
10124G,2010-09-06,4.0
10124G,2010-09-13,0.0
10124G,2010-09-20,0.0
10124G,2010-09-27,2.0
10124G,2010-10-04,0.0
10124G,2010-10-11,0.0
10124G,2010-10-18,0.0
10124G,2010-10-25,0.0
10124G,2010-11-01,0.0
10124G,2010-11-08,0.0
10124G,2010-11-15,0.0
10124G,2010-11-22,0.0
10124G,2010-11-29,5.0
10124G,2010-12-06,0.0
10124G,2010-12-13,0.0
10124G,2010-12-20,0.0
10124G,2010-12-27,0.0
10124G,2011-01-03,0.0
10124G,2011-01-10,0.0
10124G,2011-01-17,0.0
10124G,2011-01-24,0.0
10124G,2011-01-31,0.0
10124G,2011-02-07,0.0
10124G,2011-02-14,0.0
10124G,2011-02-21,0.0
10124G,2011-02-28,0.0
10124G,2011-03-07,0.0
10124G,2011-03-14,4.0
10124G,2011-03-21,0.0
10124G,2011-03-28,0.0
10124G,2011-04-04,0.0
10124G,2011-04-11,0.0
10124G,2011-04-18,0.0
10124G,2011-04-25,0.0
10124G,2011-05-02,0.0
10124G,2011-05-09,0.0
10124G,2011-05-16,0.0
10124G,2011-05-23,0.0
10124G,2011-05-30,0.0
10124G,2011-06-06,0.0
10124G,2011-06-13,0.0
10124G,2011-06-20,0.0
10124G,2011-06-27,0.0
10124G,2011-07-04,0.0
10124G,2011-07-11,0.0
10124G,2011-07-18,0.0
10124G,2011-07-25,0.0
10124G,2011-08-01,0.0
10124G,2011-08-08,0.0
10124G,2011-08-15,0.0
10124G,2011-08-22,0.0
10124G,2011-08-29,0.0
10124G,2011-09-05,0.0
10124G,2011-09-12,0.0
10124G,2011-09-19,0.0
10124G,2011-09-26,4.0
10124G,2011-10-03,0.0
10124G,2011-10-10,0.0
10124G,2011-10-17,0.0
10124G,2011-10-24,0.0
10124G,2011-10-31,4.0
10124G,2011-11-07,0.0
10124G,2011-11-14,0.0
10124G,2011-11-21,0.0
10124G,2011-11-28,0.0
10124G,2011-12-05,0.0
10125,2009-11-30,59.0
10125,2009-12-07,44.0
10125,2009-12-14,24.0
10125,2009-12-21,0.0
10125,2009-12-28,0.0
10125,2010-01-04,0.0
10125,2010-01-11,2.0
10125,2010-01-18,1.0
10125,2010-01-25,0.0
10125,2010-02-01,2.0
10125,2010-02-08,2.0
10125,2010-02-15,41.0
10125,2010-02-22,0.0
10125,2010-03-01,40.0
10125,2010-03-08,20.0
10125,2010-03-15,2.0
10125,2010-03-22,6.0
10125,2010-03-29,42.0
10125,2010-04-05,20.0
10125,2010-04-12,0.0
10125,2010-04-19,0.0
10125,2010-04-26,0.0
10125,2010-05-03,0.0
10125,2010-05-10,20.0
10125,2010-05-17,0.0
10125,2010-05-24,0.0
10125,2010-05-31,0.0
10125,2010-06-07,21.0
10125,2010-06-14,22.0
10125,2010-06-21,21.0
10125,2010-06-28,20.0
10125,2010-07-05,2.0
10125,2010-07-12,3.0
10125,2010-07-19,60.0
10125,2010-07-26,20.0
10125,2010-08-02,0.0
10125,2010-08-09,0.0
10125,2010-08-16,0.0
10125,2010-08-23,0.0
10125,2010-08-30,20.0
10125,2010-09-06,4.0
10125,2010-09-13,21.0
10125,2010-09-20,20.0
10125,2010-09-27,0.0
10125,2010-10-04,20.0
10125,2010-10-11,27.0
10125,2010-10-18,42.0
10125,2010-10-25,31.0
10125,2010-11-01,42.0
10125,2010-11-08,21.0
10125,2010-11-15,44.0
10125,2010-11-22,22.0
10125,2010-11-29,2.0
10125,2010-12-06,43.0
10125,2010-12-13,102.0
10125,2010-12-20,7.0
10125,2010-12-27,0.0
10125,2011-01-03,98.0
10125,2011-01-10,79.0
10125,2011-01-17,36.0
10125,2011-01-24,0.0
10125,2011-01-31,0.0
10125,2011-02-07,0.0
10125,2011-02-14,0.0
10125,2011-02-21,0.0
10125,2011-02-28,23.0
10125,2011-03-07,0.0
10125,2011-03-14,0.0
10125,2011-03-21,25.0
10125,2011-03-28,66.0
10125,2011-04-04,21.0
10125,2011-04-11,40.0
10125,2011-04-18,20.0
10125,2011-04-25,1.0
10125,2011-05-02,5.0
10125,2011-05-09,100.0
10125,2011-05-16,2.0
10125,2011-05-23,0.0
10125,2011-05-30,1.0
10125,2011-06-06,12.0
10125,2011-06-13,0.0
10125,2011-06-20,2.0
10125,2011-06-27,4.0
10125,2011-07-04,27.0
10125,2011-07-11,25.0
10125,2011-07-18,120.0
10125,2011-07-25,0.0
10125,2011-08-01,0.0
10125,2011-08-08,40.0
10125,2011-08-15,20.0
10125,2011-08-22,25.0
10125,2011-08-29,0.0
10125,2011-09-05,20.0
10125,2011-09-12,0.0
10125,2011-09-19,0.0
10125,2011-09-26,197.0
10125,2011-10-03,4.0
10125,2011-10-10,0.0
10125,2011-10-17,20.0
10125,2011-10-24,20.0
10125,2011-10-31,2.0
10125,2011-11-07,0.0
10125,2011-11-14,60.0
10125,2011-11-21,0.0
10125,2011-11-28,6.0
10125,2011-12-05,20.0
10135,2009-11-30,61.0
10135,2009-12-07,26.0
10135,2009-12-14,33.0
10135,2009-12-21,3.0
10135,2009-12-28,0.0
10135,2010-01-04,11.0
10135,2010-01-11,12.0
10135,2010-01-18,11.0
10135,2010-01-25,14.0
10135,2010-02-01,45.0
10135,2010-02-08,31.0
10135,2010-02-15,50.0
10135,2010-02-22,742.0
10135,2010-03-01,1.0
10135,2010-03-08,37.0
10135,2010-03-15,20.0
10135,2010-03-22,20.0
10135,2010-03-29,23.0
10135,2010-04-05,1.0
10135,2010-04-12,11.0
10135,2010-04-19,23.0
10135,2010-04-26,35.0
10135,2010-05-03,0.0
10135,2010-05-10,10.0
10135,2010-05-17,103.0
10135,2010-05-24,20.0
10135,2010-05-31,0.0
10135,2010-06-07,30.0
10135,2010-06-14,20.0
10135,2010-06-21,20.0
10135,2010-06-28,23.0
10135,2010-07-05,0.0
10135,2010-07-12,23.0
10135,2010-07-19,0.0
10135,2010-07-26,14.0
10135,2010-08-02,0.0
10135,2010-08-09,10.0
10135,2010-08-16,40.0
10135,2010-08-23,20.0
10135,2010-08-30,11.0
10135,2010-09-06,1.0
10135,2010-09-13,11.0
10135,2010-09-20,2.0
10135,2010-09-27,20.0
10135,2010-10-04,15.0
10135,2010-10-11,35.0
10135,2010-10-18,13.0
10135,2010-10-25,21.0
10135,2010-11-01,172.0
10135,2010-11-08,58.0
10135,2010-11-15,31.0
10135,2010-11-22,54.0
10135,2010-11-29,33.0
10135,2010-12-06,28.0
10135,2010-12-13,306.0
10135,2010-12-20,54.0
10135,2010-12-27,0.0
10135,2011-01-03,225.0
10135,2011-01-10,116.0
10135,2011-01-17,260.0
10135,2011-01-24,12.0
10135,2011-01-31,1.0
10135,2011-02-07,1.0
10135,2011-02-14,51.0
10135,2011-02-21,216.0
10135,2011-02-28,24.0
10135,2011-03-07,2.0
10135,2011-03-14,92.0
10135,2011-03-21,2.0
10135,2011-03-28,18.0
10135,2011-04-04,0.0
10135,2011-04-11,10.0
10135,2011-04-18,3.0
10135,2011-04-25,0.0
10135,2011-05-02,5.0
10135,2011-05-09,0.0
10135,2011-05-16,8.0
10135,2011-05-23,0.0
10135,2011-05-30,11.0
10135,2011-06-06,10.0
10135,2011-06-13,11.0
10135,2011-06-20,23.0
10135,2011-06-27,100.0
10135,2011-07-04,12.0
10135,2011-07-11,45.0
10135,2011-07-18,10.0
10135,2011-07-25,10.0
10135,2011-08-01,101.0
10135,2011-08-08,0.0
10135,2011-08-15,40.0
10135,2011-08-22,10.0
10135,2011-08-29,10.0
10135,2011-09-05,10.0
10135,2011-09-12,20.0
10135,2011-09-19,25.0
10135,2011-09-26,5.0
10135,2011-10-03,5.0
10135,2011-10-10,5.0
10135,2011-10-17,21.0
10135,2011-10-24,33.0
10135,2011-10-31,47.0
10135,2011-11-07,36.0
10135,2011-11-14,35.0
10135,2011-11-21,37.0
10135,2011-11-28,61.0
10135,2011-12-05,39.0
11001,2009-11-30,73.0
11001,2009-12-07,43.0
11001,2009-12-14,86.0
11001,2009-12-21,0.0
11001,2009-12-28,0.0
11001,2010-01-04,18.0
11001,2010-01-11,0.0
11001,2010-01-18,65.0
11001,2010-01-25,0.0
11001,2010-02-01,0.0
11001,2010-02-08,16.0
11001,2010-02-15,1.0
11001,2010-02-22,0.0
11001,2010-03-01,16.0
11001,2010-03-08,16.0
11001,2010-03-15,2.0
11001,2010-03-22,18.0
11001,2010-03-29,0.0
11001,2010-04-05,0.0
11001,2010-04-12,16.0
11001,2010-04-19,53.0
11001,2010-04-26,1.0
11001,2010-05-03,38.0
11001,2010-05-10,627.0
11001,2010-05-17,32.0
11001,2010-05-24,16.0
11001,2010-05-31,16.0
11001,2010-06-07,68.0
11001,2010-06-14,64.0
11001,2010-06-21,33.0
11001,2010-06-28,23.0
11001,2010-07-05,16.0
11001,2010-07-12,0.0
11001,2010-07-19,0.0
11001,2010-07-26,32.0
11001,2010-08-02,54.0
11001,2010-08-09,16.0
11001,2010-08-16,16.0
11001,2010-08-23,128.0
11001,2010-08-30,152.0
11001,2010-09-06,1.0
11001,2010-09-13,55.0
11001,2010-09-20,20.0
11001,2010-09-27,369.0
11001,2010-10-04,209.0
11001,2010-10-11,356.0
11001,2010-10-18,49.0
11001,2010-10-25,65.0
11001,2010-11-01,132.0
11001,2010-11-08,48.0
11001,2010-11-15,64.0
11001,2010-11-22,71.0
11001,2010-11-29,39.0
11001,2010-12-06,35.0
11001,2010-12-13,19.0
11001,2010-12-20,1.0
11001,2010-12-27,0.0
11001,2011-01-03,32.0
11001,2011-01-10,1.0
11001,2011-01-17,0.0
11001,2011-01-24,0.0
11001,2011-01-31,0.0
11001,2011-02-07,10.0
11001,2011-02-14,16.0
11001,2011-02-21,0.0
11001,2011-02-28,0.0
11001,2011-03-07,1.0
11001,2011-03-14,2.0
11001,2011-03-21,1.0
11001,2011-03-28,64.0
11001,2011-04-04,3.0
11001,2011-04-11,1.0
11001,2011-04-18,16.0
11001,2011-04-25,0.0
11001,2011-05-02,32.0
11001,2011-05-09,16.0
11001,2011-05-16,0.0
11001,2011-05-23,48.0
11001,2011-05-30,16.0
11001,2011-06-06,0.0
11001,2011-06-13,35.0
11001,2011-06-20,48.0
11001,2011-06-27,118.0
11001,2011-07-04,111.0
11001,2011-07-11,37.0
11001,2011-07-18,56.0
11001,2011-07-25,16.0
11001,2011-08-01,385.0
11001,2011-08-08,80.0
11001,2011-08-15,2.0
11001,2011-08-22,32.0
11001,2011-08-29,48.0
11001,2011-09-05,5.0
11001,2011-09-12,7.0
11001,2011-09-19,20.0
11001,2011-09-26,16.0
11001,2011-10-03,41.0
11001,2011-10-10,52.0
11001,2011-10-17,19.0
11001,2011-10-24,1.0
11001,2011-10-31,19.0
11001,2011-11-07,34.0
11001,2011-11-14,24.0
11001,2011-11-21,51.0
11001,2011-11-28,20.0
11001,2011-12-05,5.0
15030,2009-11-30,0.0
15030,2009-12-07,10.0
15030,2009-12-14,0.0
15030,2009-12-21,0.0
15030,2009-12-28,0.0
15030,2010-01-04,0.0
15030,2010-01-11,5.0
15030,2010-01-18,0.0
15030,2010-01-25,10.0
15030,2010-02-01,0.0
15030,2010-02-08,0.0
15030,2010-02-15,0.0
15030,2010-02-22,0.0
15030,2010-03-01,0.0
15030,2010-03-08,10.0
15030,2010-03-15,0.0
15030,2010-03-22,0.0
15030,2010-03-29,0.0
15030,2010-04-05,0.0
15030,2010-04-12,10.0
15030,2010-04-19,0.0
15030,2010-04-26,0.0
15030,2010-05-03,0.0
15030,2010-05-10,0.0
15030,2010-05-17,0.0
15030,2010-05-24,0.0
15030,2010-05-31,0.0
15030,2010-06-07,4.0
15030,2010-06-14,6.0
15030,2010-06-21,0.0
15030,2010-06-28,7.0
15030,2010-07-05,0.0
15030,2010-07-12,10.0
15030,2010-07-19,0.0
15030,2010-07-26,6.0
15030,2010-08-02,5.0
15030,2010-08-09,0.0
15030,2010-08-16,0.0
15030,2010-08-23,0.0
15030,2010-08-30,0.0
15030,2010-09-06,0.0
15030,2010-09-13,10.0
15030,2010-09-20,15.0
15030,2010-09-27,0.0
15030,2010-10-04,0.0
15030,2010-10-11,0.0
15030,2010-10-18,0.0
15030,2010-10-25,3.0
15030,2010-11-01,0.0
15030,2010-11-08,0.0
15030,2010-11-15,0.0
15030,2010-11-22,0.0
15030,2010-11-29,0.0
15030,2010-12-06,0.0
15030,2010-12-13,0.0
15030,2010-12-20,0.0
15030,2010-12-27,0.0
15030,2011-01-03,0.0
15030,2011-01-10,0.0
15030,2011-01-17,0.0
15030,2011-01-24,0.0
15030,2011-01-31,0.0
15030,2011-02-07,0.0
15030,2011-02-14,0.0
15030,2011-02-21,0.0
15030,2011-02-28,0.0
15030,2011-03-07,0.0
15030,2011-03-14,0.0
15030,2011-03-21,5.0
15030,2011-03-28,0.0
15030,2011-04-04,0.0
15030,2011-04-11,0.0
15030,2011-04-18,0.0
15030,2011-04-25,0.0
15030,2011-05-02,0.0
15030,2011-05-09,0.0
15030,2011-05-16,0.0
15030,2011-05-23,0.0
15030,2011-05-30,0.0
15030,2011-06-06,0.0
15030,2011-06-13,0.0
15030,2011-06-20,0.0
15030,2011-06-27,14.0
15030,2011-07-04,20.0
15030,2011-07-11,5.0
15030,2011-07-18,60.0
15030,2011-07-25,0.0
15030,2011-08-01,0.0
15030,2011-08-08,0.0
15030,2011-08-15,2.0
15030,2011-08-22,0.0
15030,2011-08-29,0.0
15030,2011-09-05,0.0
15030,2011-09-12,0.0
15030,2011-09-19,0.0
15030,2011-09-26,3.0
15030,2011-10-03,0.0
15030,2011-10-10,0.0
15030,2011-10-17,0.0
15030,2011-10-24,10.0
15030,2011-10-31,0.0
15030,2011-11-07,22.0
15030,2011-11-14,0.0
15030,2011-11-21,0.0
15030,2011-11-28,0.0
15030,2011-12-05,2.0
15034,2009-11-30,3.0
15034,2009-12-07,6.0
15034,2009-12-14,76.0
15034,2009-12-21,0.0
15034,2009-12-28,0.0
15034,2010-01-04,288.0
15034,2010-01-11,4.0
15034,2010-01-18,31.0
15034,2010-01-25,0.0
15034,2010-02-01,0.0
15034,2010-02-08,73.0
15034,2010-02-15,43.0
15034,2010-02-22,12.0
15034,2010-03-01,96.0
15034,2010-03-08,12.0
15034,2010-03-15,50.0
15034,2010-03-22,0.0
15034,2010-03-29,48.0
15034,2010-04-05,37.0
15034,2010-04-12,0.0
15034,2010-04-19,1.0
15034,2010-04-26,0.0
15034,2010-05-03,96.0
15034,2010-05-10,25.0
15034,2010-05-17,111.0
15034,2010-05-24,110.0
15034,2010-05-31,336.0
15034,2010-06-07,64.0
15034,2010-06-14,49.0
15034,2010-06-21,252.0
15034,2010-06-28,528.0
15034,2010-07-05,33.0
15034,2010-07-12,66.0
15034,2010-07-19,59.0
15034,2010-07-26,62.0
15034,2010-08-02,62.0
15034,2010-08-09,63.0
15034,2010-08-16,2.0
15034,2010-08-23,73.0
15034,2010-08-30,38.0
15034,2010-09-06,48.0
15034,2010-09-13,25.0
15034,2010-09-20,109.0
15034,2010-09-27,36.0
15034,2010-10-04,72.0
15034,2010-10-11,13.0
15034,2010-10-18,2.0
15034,2010-10-25,1.0
15034,2010-11-01,121.0
15034,2010-11-08,0.0
15034,2010-11-15,181.0
15034,2010-11-22,145.0
15034,2010-11-29,2.0
15034,2010-12-06,27.0
15034,2010-12-13,14.0
15034,2010-12-20,2.0
15034,2010-12-27,0.0
15034,2011-01-03,169.0
15034,2011-01-10,5.0
15034,2011-01-17,3.0
15034,2011-01-24,0.0
15034,2011-01-31,24.0
15034,2011-02-07,8.0
15034,2011-02-14,0.0
15034,2011-02-21,48.0
15034,2011-02-28,39.0
15034,2011-03-07,12.0
15034,2011-03-14,48.0
15034,2011-03-21,24.0
15034,2011-03-28,0.0
15034,2011-04-04,0.0
15034,2011-04-11,24.0
15034,2011-04-18,85.0
15034,2011-04-25,432.0
15034,2011-05-02,497.0
15034,2011-05-09,76.0
15034,2011-05-16,48.0
15034,2011-05-23,206.0
15034,2011-05-30,264.0
15034,2011-06-06,1272.0
15034,2011-06-13,48.0
15034,2011-06-20,36.0
15034,2011-06-27,25.0
15034,2011-07-04,3.0
15034,2011-07-11,48.0
15034,2011-07-18,121.0
15034,2011-07-25,16.0
15034,2011-08-01,19.0
15034,2011-08-08,100.0
15034,2011-08-15,24.0
15034,2011-08-22,48.0
15034,2011-08-29,50.0
15034,2011-09-05,108.0
15034,2011-09-12,21.0
15034,2011-09-19,216.0
15034,2011-09-26,1213.0
15034,2011-10-03,49.0
15034,2011-10-10,397.0
15034,2011-10-17,0.0
15034,2011-10-24,145.0
15034,2011-10-31,397.0
15034,2011-11-07,28.0
15034,2011-11-14,20.0
15034,2011-11-21,112.0
15034,2011-11-28,16.0
15034,2011-12-05,2.0
15036,2009-11-30,337.0
15036,2009-12-07,103.0
15036,2009-12-14,63.0
15036,2009-12-21,103.0
15036,2009-12-28,0.0
15036,2010-01-04,192.0
15036,2010-01-11,30.0
15036,2010-01-18,118.0
15036,2010-01-25,59.0
15036,2010-02-01,36.0
15036,2010-02-08,98.0
15036,2010-02-15,214.0
15036,2010-02-22,103.0
15036,2010-03-01,194.0
15036,2010-03-08,104.0
15036,2010-03-15,747.0
15036,2010-03-22,117.0
15036,2010-03-29,785.0
15036,2010-04-05,232.0
15036,2010-04-12,96.0
15036,2010-04-19,195.0
15036,2010-04-26,832.0
15036,2010-05-03,468.0
15036,2010-05-10,1179.0
15036,2010-05-17,74.0
15036,2010-05-24,894.0
15036,2010-05-31,404.0
15036,2010-06-07,1094.0
