sku_id,description,category,unit_cost,list_price,forecast_demand_horizon,forecast_daily_rate,on_hand_units,on_order_units,lead_time_days,reorder_point,forecast_demand_leadtime,stockout_risk,sales_at_risk_rupees,overstock_risk,capital_locked_rupees,quadrant,revenue_at_stake,recommended_action
20685,DOORMAT RED RETROSPOT,Home Decor,4.2,7.49,540.2845133510989,9.64793773841248,528.0,0.0,6,291,57.88762643047488,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21137,BLACK RECORD COVER FRAME,Home Decor,2.27,3.75,1075.9918058071,19.2141393894125,0.0,529.0,8,198,153.7131151153,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21931,JUMBO STORAGE BAG SUKI,Bags,1.05,1.95,1554.8593537042698,27.76534560186196,678.0,445.0,13,698,360.9494928242055,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22502,PICNIC BASKET WICKER SMALL,General Merchandise,3.79,5.95,792.856940465185,14.158159651164016,212.0,0.0,4,122,56.632638604656066,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21621,VINTAGE UNION JACK BUNTING,Storage,4.12,8.5,361.19681078218576,6.449943049681889,52.0,87.0,7,67,45.14960134777322,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21843,RED RETROSPOT CAKE STAND,General Merchandise,5.73,10.95,397.05323160312514,7.090236278627235,235.0,0.0,12,209,85.08283534352682,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
15056N,EDWARDIAN PARASOL NATURAL,General Merchandise,2.97,5.95,557.3118533821973,9.951997381824953,1160.0,0.0,8,425,79.61597905459962,0.0,0.0,0.5195587470843126,1789.983795454874,Markdown / Clear,1789.983795454874,Promote or discount to free up capital.
85099C,JUMBO  BAG BAROQUE BLACK WHITE,Bags,1.13,1.95,1272.6327822503492,22.725585397327666,640.0,733.0,10,809,227.25585397327666,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22114,HOT WATER BOTTLE TEA AND SYMPATHY,Home & Living,1.8,3.95,1110.2512929625327,19.82591594575951,0.0,632.0,10,495,198.2591594575951,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Seasonal & Christmas,1.39,2.95,2147.458156041945,38.347467072177594,1272.0,1597.0,11,2179,421.8221377939535,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22112,CHOCOLATE HOT WATER BOTTLE,Home & Living,2.45,4.95,806.0611740985701,14.393949537474466,108.0,408.0,5,307,71.96974768737233,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,General Merchandise,1.19,1.95,1374.0546891732567,24.53669087809387,247.0,888.0,11,713,269.9035996590326,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82484,WOOD BLACK BOARD ANT WHITE FINISH,General Merchandise,3.76,6.75,612.5416391110793,10.938243555554989,0.0,20.0,8,10,87.50594844443991,0.7714441091659204,455.6651519999694,0.0,0.0,Reorder Now,455.6651519999694,Raise a replenishment order before stock runs out.
22470,HEART OF WICKER LARGE,General Merchandise,1.89,2.95,1375.343426588429,24.55970404622195,203.0,597.0,14,601,343.8358566471073,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,Kitchen & Dining,1.83,2.95,721.5446167225857,12.884725298617601,371.0,425.0,14,656,180.38615418064643,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21212,PACK OF 72 RETROSPOT CAKE CASES,General Merchandise,0.28,0.55,3540.598359501423,63.22497070538255,1732.0,2766.0,10,2333,632.2497070538255,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22178,VICTORIAN GLASS HANGING T-LIGHT,Lighting & Candles,0.63,1.25,1737.914763967355,31.034192213702767,0.0,486.0,5,224,155.17096106851383,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22139,RETROSPOT TEA SET CERAMIC 11 PC ,General Merchandise,2.26,4.95,633.8375136168773,11.31852702887281,0.0,231.0,12,218,135.82232434647372,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21181,PLEASE ONE PERSON METAL SIGN,Home Decor,1.23,2.1,1702.8120780830982,30.40735853719818,336.0,811.0,8,498,243.25886829758545,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21733,RED HANGING HEART T-LIGHT HOLDER,Lighting & Candles,1.7,2.95,1205.7942065115883,21.532039401992648,748.0,629.0,14,826,301.4485516278971,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21929,JUMBO BAG PINK VINTAGE PAISLEY,Bags,1.08,1.95,1103.7275108351955,19.70941983634278,677.0,0.0,6,654,118.25651901805668,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22090,PAPER BUNTING RETROSPOT,Storage,1.81,2.95,698.2760119527717,12.469214499156637,331.0,0.0,11,291,137.16135949072302,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22189,CREAM HEART CARD HOLDER,Stationery,2.46,3.95,927.608946521633,16.56444547360059,98.0,611.0,4,256,66.25778189440236,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22111,SCOTTIE DOG HOT WATER BOTTLE,Home & Living,2.75,4.95,862.884159468814,15.40864570480025,616.0,0.0,13,576,200.31239416240325,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84946,ANTIQUE SILVER TEA GLASS ETCHED,General Merchandise,0.76,1.25,1775.6121343101718,31.707359541253066,784.0,0.0,14,775,443.90303357754294,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48194,DOORMAT HEARTS,Home Decor,4.1,7.95,335.36492451599713,5.9886593663570915,574.0,0.0,4,254,23.954637465428366,0.0,0.0,0.4157405496236984,978.4038094844117,Healthy,978.4038094844117,No action needed; leave as is.
22469,HEART OF WICKER SMALL,General Merchandise,0.93,1.65,1438.5734890792537,25.688812304986673,102.0,1273.0,14,1004,359.6433722698134,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21232,STRAWBERRY CERAMIC TRINKET BOX,Storage,0.6,1.25,1140.9604093887715,20.374293024799492,788.0,2200.0,4,909,81.49717209919797,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
15056BL,EDWARDIAN PARASOL BLACK,General Merchandise,3.03,5.95,341.8534480763844,6.104525858506864,1048.0,0.0,14,928,85.4633620190961,0.0,0.0,0.6738039617591751,2139.624052328555,Markdown / Clear,2139.624052328555,Promote or discount to free up capital.
22457,NATURAL SLATE HEART CHALKBOARD ,General Merchandise,1.73,2.95,1083.3374874882647,19.345312276576156,0.0,634.0,4,238,77.38124910630462,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21731,RED TOADSTOOL LED NIGHT LIGHT,Lighting & Candles,0.8,1.65,1308.5119900421328,23.366285536466656,814.0,1168.0,14,826,327.1279975105332,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48187,DOORMAT NEW ENGLAND,Home Decor,3.66,7.49,352.42454967655436,6.2932955299384705,148.0,267.0,11,213,69.22625082932318,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21754,HOME BUILDING BLOCK WORD,General Merchandise,3.41,5.95,372.15396165360585,6.645606458100104,313.0,0.0,4,137,26.582425832400418,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21523,DOORMAT FANCY FONT HOME SWEET HOME,Home Decor,4.71,7.95,421.3890632052574,7.524804700093882,210.0,265.0,11,233,82.7728517010327,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21928,JUMBO BAG SCANDINAVIAN PAISLEY,Bags,1.0,1.95,1173.581239305647,20.956807844743697,549.0,828.0,12,590,251.48169413692438,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82494L,WOODEN FRAME ANTIQUE WHITE ,Home Decor,1.84,2.95,741.9340171301777,13.248821734467459,96.0,514.0,12,395,158.98586081360952,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22355,CHARLOTTE BAG SUKI DESIGN,Bags,0.52,0.85,2067.935513127216,36.92741987727171,23.0,746.0,6,423,221.56451926363025,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21623,VINTAGE UNION JACK MEMOBOARD,General Merchandise,6.45,9.95,456.44732294323177,8.15084505255771,33.0,90.0,12,98,97.81014063069252,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,Storage,1.45,2.95,833.2013090166802,14.878594803869289,416.0,0.0,6,368,89.27156882321573,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20727,LUNCH BAG  BLACK SKULL.,Bags,0.85,1.65,1526.245271624155,27.25437985043134,558.0,0.0,7,503,190.78065895301938,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22383,LUNCH BAG SUKI  DESIGN ,Bags,0.84,1.65,1181.8151486961526,21.103841941002724,856.0,0.0,13,839,274.3499452330354,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,General Merchandise,1.85,3.75,824.3013569618346,14.719667088604188,404.0,0.0,6,355,88.31800253162513,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84029E,RED WOOLLY HOTTIE WHITE HEART.,General Merchandise,2.09,3.75,860.7425872279456,15.370403343356172,555.0,670.0,10,632,153.7040334335617,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23298,SPOTTY BUNTING,Storage,2.65,4.95,1362.0987109081482,24.32319126621693,1344.0,0.0,12,1205,291.8782951946032,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22138,BAKING SET 9 PIECE RETROSPOT ,General Merchandise,3.08,4.95,755.6217628682177,13.493245765503888,0.0,488.0,12,321,161.91894918604666,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21915,RED  HARMONICA IN BOX ,Storage,0.78,1.25,2433.4212777437365,43.453951388281006,0.0,22.0,10,10,434.53951388281007,0.9493716927986137,515.6743923535125,0.0,0.0,Reorder Now,515.6743923535125,Raise a replenishment order before stock runs out.
48185,DOORMAT FAIRY CAKE,Home Decor,4.1,7.95,337.6022901274772,6.02861232370495,383.0,0.0,11,210,66.31473556075444,0.0,0.0,0.11853187956272271,186.13061047734345,Healthy,186.13061047734345,No action needed; leave as is.
23203,JUMBO BAG VINTAGE DOILY ,Bags,1.16,2.08,3740.2836068323504,66.79077869343483,2315.0,0.0,4,1065,267.1631147737393,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82482,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1.37,2.55,861.6388354377666,15.386407775674403,281.0,0.0,3,251,46.15922332702321,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20728,LUNCH BAG CARS BLUE,Bags,0.82,1.65,1306.7530490571835,23.334875876021133,582.0,0.0,4,330,93.33950350408453,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20713,JUMBO BAG OWLS,Bags,1.02,1.95,1383.4397910665416,24.7042819833311,171.0,517.0,11,458,271.7471018166421,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21175,GIN + TONIC DIET METAL SIGN,Home Decor,1.13,2.1,1461.7884561947326,26.103365289191654,401.0,632.0,14,578,365.44711404868315,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22083,PAPER CHAIN KIT RETROSPOT,General Merchandise,1.59,2.95,603.0482853820617,10.768719381822532,723.0,0.0,3,297,32.30615814546759,0.0,0.0,0.1659083189736352,190.72322624252183,Healthy,190.72322624252183,No action needed; leave as is.
84078A,SET/4 WHITE RETRO STORAGE CUBES ,Storage,23.54,39.95,217.02002945089183,3.8753576687659255,20.0,27.0,8,22,31.002861350127404,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,General Merchandise,2.41,3.75,805.9150316402296,14.391339850718385,420.0,0.0,7,298,100.7393789550287,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22629,SPACEBOY LUNCH BOX ,Storage,1.1,1.95,1530.320838411104,27.327157828769714,1083.0,0.0,4,446,109.30863131507886,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,Lighting & Candles,1.97,3.25,696.7853524159802,12.44259557885679,282.0,0.0,6,111,74.65557347314075,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,Storage,2.81,4.95,968.1995655156982,17.289277955637466,359.0,680.0,9,469,155.6035016007372,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22960,JAM MAKING SET WITH JARS,General Merchandise,2.04,4.25,968.4749022772088,17.294194683521585,13.0,643.0,12,513,207.53033620225904,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
85066,CREAM SWEETHEART MINI CHEST,General Merchandise,7.69,12.75,154.34219685884094,2.756110658193588,65.0,132.0,9,87,24.804995923742293,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82486,WOOD S/3 CABINET ANT WHITE FINISH,General Merchandise,5.07,7.95,310.00717359611923,5.535842385644986,105.0,123.0,5,106,27.67921192822493,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21166,COOK WITH WINE METAL SIGN ,Home Decor,1.16,1.95,999.3829900430892,17.84612482219802,368.0,0.0,4,232,71.38449928879209,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20712,JUMBO BAG WOODLAND ANIMALS,Bags,1.23,2.08,850.6406540292946,15.190011679094548,364.0,0.0,6,309,91.14007007456729,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20726,LUNCH BAG WOODLAND,Bags,0.85,1.65,1332.7510281052575,23.799125501879598,588.0,0.0,9,568,214.19212951691637,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22699,ROSES REGENCY TEACUP AND SAUCER ,Kitchen & Dining,1.59,2.95,1042.0432014438766,18.607914311497797,881.0,0.0,4,244,74.43165724599119,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21485,RETROSPOT HEART HOT WATER BOTTLE,Home & Living,2.44,4.95,581.9382456949506,10.391754387409833,621.0,0.0,6,258,62.350526324459,0.0,0.0,0.06290137569251104,95.31068050432044,Healthy,95.31068050432044,No action needed; leave as is.
23284,DOORMAT KEEP CALM AND COME IN,Home Decor,4.11,7.95,973.4420344717867,17.382893472710474,632.0,0.0,8,351,139.0631477816838,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22727,ALARM CLOCK BAKELIKE RED ,Home Decor,2.13,3.75,1066.6911615797987,19.04805645678212,0.0,575.0,14,464,266.6727903949497,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21524,DOORMAT SPOTTY HOME SWEET HOME,Home Decor,3.87,7.95,223.1522425904624,3.984861474829686,680.0,0.0,14,313,55.7880606476156,0.0,0.0,0.6718349373669671,1768.0008211749107,Markdown / Clear,1768.0008211749107,Promote or discount to free up capital.
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,General Merchandise,2.31,3.75,750.69801774054,13.405321745366786,629.0,0.0,14,395,187.674504435135,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20724,RED RETROSPOT CHARLOTTE BAG,Bags,0.55,0.85,1880.957686646295,33.58853011868384,46.0,934.0,4,440,134.35412047473537,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21755,LOVE BUILDING BLOCK WORD,General Merchandise,3.76,5.95,426.18131825244984,7.610380683079462,140.0,0.0,4,135,30.441522732317846,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22379,RECYCLING BAG RETROSPOT ,Bags,1.06,2.1,791.896022666748,14.141000404763357,1195.0,0.0,8,671,113.12800323810686,0.0,0.0,0.33732550404456235,427.2902159732472,Healthy,427.2902159732472,No action needed; leave as is.
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,Storage,1.64,2.95,598.0287369827731,10.67908458897809,361.0,0.0,5,272,53.395422944890456,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22382,LUNCH BAG SPACEBOY DESIGN ,Bags,1.02,1.65,1448.0245907853819,25.85758197831039,872.0,0.0,8,672,206.8606558264831,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22384,LUNCH BAG PINK POLKADOT,Bags,0.91,1.65,1012.1671780125143,18.074413893080614,572.0,0.0,5,529,90.37206946540307,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22666,RECIPE BOX PANTRY YELLOW DESIGN,Storage,1.83,2.95,744.463409873704,13.293989462030428,0.0,370.0,13,351,172.82186300639557,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22630,DOLLY GIRL LUNCH BOX,Storage,1.0,1.95,1346.5469044542124,24.045480436682364,1286.0,0.0,11,661,264.500284803506,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22726,ALARM CLOCK BAKELIKE GREEN,Home Decor,2.1,3.75,896.0122768604488,16.00021922965087,451.0,0.0,5,284,80.00109614825435,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
15036,ASSORTED COLOURS SILK FAN,General Merchandise,0.48,0.83,1575.0282508064536,28.125504478686672,557.0,0.0,14,421,393.7570627016134,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22385,JUMBO BAG SPACEBOY DESIGN,Bags,1.15,1.95,1297.1467845266322,23.163335437975576,758.0,0.0,9,580,208.47001894178018,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22077,6 RIBBONS RUSTIC CHARM,General Merchandise,0.86,1.65,941.0338086343813,16.80417515418538,0.0,22.0,7,11,117.62922607929767,0.8129716505558824,157.78822303084115,0.0,0.0,Reorder Now,157.78822303084115,Raise a replenishment order before stock runs out.
85152,HAND OVER THE CHOCOLATE   SIGN ,Home Decor,1.21,2.1,970.9346413287697,17.3381185951566,0.0,622.0,7,304,121.36683016609621,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
85014B,RED RETROSPOT UMBRELLA,General Merchandise,3.76,5.95,253.59037722305675,4.528399593268871,413.0,0.0,8,382,36.227196746150966,0.0,0.0,0.38597971616693283,599.3801816413066,Healthy,599.3801816413066,No action needed; leave as is.
22865,HAND WARMER OWL DESIGN,Home Decor,1.32,2.1,1607.79177729555,28.71056745170625,2836.0,0.0,6,1474,172.2634047102375,0.0,0.0,0.4330776525756171,1621.2348539698742,Healthy,1621.2348539698742,No action needed; leave as is.
48184,DOORMAT ENGLISH ROSE ,Home Decor,3.64,7.95,252.8303342310116,4.51482739698235,107.0,0.0,5,74,22.574136984911746,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23245,SET OF 3 REGENCY CAKE TINS,Storage,2.32,4.95,1081.5782630478318,19.31389755442557,699.0,0.0,3,453,57.94169266327671,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21479,WHITE SKULL HOT WATER BOTTLE ,Home & Living,1.91,3.75,889.6704388730682,15.88697212273336,0.0,339.0,14,244,222.41760971826704,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22697,GREEN REGENCY TEACUP AND SAUCER,Kitchen & Dining,1.76,2.95,870.829079101932,15.550519269677357,406.0,0.0,7,352,108.8536348877415,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20679,EDWARDIAN PARASOL RED,General Merchandise,2.71,5.95,319.4779548851037,5.704963480091138,559.0,0.0,3,295,17.114890440273413,0.0,0.0,0.4284830860731597,649.104742261369,Healthy,649.104742261369,No action needed; leave as is.
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,Home & Living,1.85,3.75,668.6039042971779,11.939355433878177,189.0,280.0,8,212,95.51484347102542,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21217,RED RETROSPOT ROUND CAKE TINS,Storage,5.04,9.95,349.62866491132155,6.243369016273599,156.0,0.0,9,131,56.19032114646239,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
47590B,PINK HAPPY BIRTHDAY BUNTING,Storage,3.05,5.45,259.66325913678946,4.636843913156954,114.0,0.0,5,44,23.184219565784772,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22501,PICNIC BASKET WICKER LARGE,General Merchandise,5.93,9.95,302.57457297526616,5.403117374558325,260.0,0.0,12,194,64.8374084946999,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23199,JUMBO BAG APPLES,Bags,1.31,2.08,996.3986727157788,17.792833441353192,1353.0,0.0,7,1302,124.54983408947234,0.0,0.0,0.2635634347998678,467.14773874232975,Healthy,467.14773874232975,No action needed; leave as is.
22659,LUNCH BOX I LOVE LONDON,Storage,0.92,1.95,1163.5964695494963,20.778508384812433,0.0,22.0,11,10,228.56359223293677,0.903746700053703,402.79900485422667,0.0,0.0,Reorder Now,402.79900485422667,Raise a replenishment order before stock runs out.
22158,3 HEARTS HANGING DECORATION RUSTIC,Party & Decor,1.65,2.95,651.0463939865296,11.62582846404517,4.0,17.0,13,11,151.13577003258723,0.8610520858465731,383.90052159613236,0.0,0.0,Reorder Now,383.90052159613236,Raise a replenishment order before stock runs out.
22622,BOX OF VINTAGE ALPHABET BLOCKS,Storage,6.06,9.95,177.6682342457864,3.1726470401033287,141.0,0.0,5,90,15.863235200516643,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48188,DOORMAT WELCOME PUPPIES,Home Decor,4.68,7.95,135.75404260437185,2.424179332220926,197.0,0.0,4,160,9.696717328883704,0.0,0.0,0.3108931847493815,286.63108061153974,Healthy,286.63108061153974,No action needed; leave as is.
23355,HOT WATER BOTTLE KEEP CALM,Home & Living,2.64,4.95,829.7486848975694,14.81694080174231,541.0,522.0,10,803,148.1694080174231,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22188,BLACK HEART CARD HOLDER,Stationery,2.43,3.95,528.6338220458642,9.439889679390433,0.0,160.0,4,61,37.75955871756173,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84978,HANGING HEART JAR T-LIGHT HOLDER,Lighting & Candles,0.6,1.25,1433.060117825822,25.59035924688968,704.0,0.0,10,400,255.9035924688968,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22866,HAND WARMER SCOTTY DOG DESIGN,Home Decor,1.05,2.1,1461.9388542585548,26.106050968902764,670.0,1201.0,10,1258,261.06050968902764,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21977,PACK OF 60 PINK PAISLEY CAKE CASES,General Merchandise,0.28,0.55,2741.055342163925,48.947416824355805,1387.0,0.0,10,1295,489.47416824355804,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82583,HOT BATHS METAL SIGN,Home Decor,1.18,2.1,548.7046111361019,9.79829662743039,215.0,251.0,14,278,137.17615278402548,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22492,MINI PAINT SET VINTAGE ,General Merchandise,0.34,0.65,3212.7956155176994,57.371350277101776,1846.0,0.0,12,1614,688.4562033252213,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20719,WOODLAND CHARLOTTE BAG,Bags,0.45,0.85,1616.2363568080361,28.861363514429218,154.0,666.0,8,326,230.89090811543375,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22467,GUMBALL COAT RACK,General Merchandise,1.33,2.55,952.4312525809842,17.007700938946147,66.0,463.0,9,280,153.06930845051534,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
