sku_id,description,category,unit_cost,list_price,forecast_demand_horizon,forecast_daily_rate,on_hand_units,on_order_units,lead_time_days,reorder_point,forecast_demand_leadtime,stockout_risk,sales_at_risk_rupees,overstock_risk,capital_locked_rupees,quadrant,revenue_at_stake,recommended_action
20726,LUNCH BAG WOODLAND,Bags,0.85,1.65,1280.2492265174778,22.861593330669248,588.0,0.0,9,568,205.75433997602323,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22699,ROSES REGENCY TEACUP AND SAUCER ,Kitchen & Dining,1.59,2.95,1063.1439816814875,18.98471395859799,881.0,0.0,4,244,75.93885583439196,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21485,RETROSPOT HEART HOT WATER BOTTLE,Home & Living,2.44,4.95,646.7881154052174,11.549787775093167,621.0,0.0,6,258,69.298726650559,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23284,DOORMAT KEEP CALM AND COME IN,Home Decor,4.11,7.95,851.024580223048,15.196867503983,632.0,0.0,8,351,121.574940031864,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22727,ALARM CLOCK BAKELIKE RED ,Home Decor,2.13,3.75,1023.2090232966848,18.271589701726516,0.0,575.0,14,464,255.80225582417123,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21524,DOORMAT SPOTTY HOME SWEET HOME,Home Decor,3.87,7.95,305.0534826614535,5.447383618954526,680.0,0.0,14,313,76.26337066536337,0.0,0.0,0.5513919372625684,1451.043022100175,Markdown / Clear,1451.043022100175,Promote or discount to free up capital.
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,General Merchandise,2.31,3.75,728.4163253135168,13.007434380598514,629.0,0.0,14,395,182.1040813283792,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20724,RED RETROSPOT CHARLOTTE BAG,Bags,0.55,0.85,1912.375088932614,34.14955515951097,46.0,934.0,4,440,136.59822063804387,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21755,LOVE BUILDING BLOCK WORD,General Merchandise,3.76,5.95,437.2580608205082,7.808179657509075,140.0,0.0,4,135,31.2327186300363,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22379,RECYCLING BAG RETROSPOT ,Bags,1.06,2.1,568.4370544385699,10.150661686403035,1195.0,0.0,8,671,81.20529349122428,0.0,0.0,0.5243204565367615,664.1567222951159,Markdown / Clear,664.1567222951159,Promote or discount to free up capital.
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,Storage,1.64,2.95,558.6245318522997,9.975438068791066,361.0,0.0,5,272,49.87719034395533,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22382,LUNCH BAG SPACEBOY DESIGN ,Bags,1.02,1.65,1290.4588151920545,23.04390741414383,872.0,0.0,8,672,184.35125931315065,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22384,LUNCH BAG PINK POLKADOT,Bags,0.91,1.65,1015.9580362957688,18.142107790995873,572.0,0.0,5,529,90.71053895497937,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22666,RECIPE BOX PANTRY YELLOW DESIGN,Storage,1.83,2.95,721.6893012842373,12.887308951504238,0.0,370.0,13,351,167.53501636955508,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22630,DOLLY GIRL LUNCH BOX,Storage,1.0,1.95,1398.736605571494,24.97743938520525,1286.0,0.0,11,661,274.75183323725776,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22726,ALARM CLOCK BAKELIKE GREEN,Home Decor,2.1,3.75,906.0859824592416,16.180106829629313,451.0,0.0,5,284,80.90053414814656,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
15036,ASSORTED COLOURS SILK FAN,General Merchandise,0.48,0.83,1633.7136420980435,29.173457894607917,557.0,0.0,14,421,408.42841052451087,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22385,JUMBO BAG SPACEBOY DESIGN,Bags,1.15,1.95,1341.6316773847127,23.957708524727014,758.0,0.0,9,580,215.61937672254314,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22077,6 RIBBONS RUSTIC CHARM,General Merchandise,0.86,1.65,972.03457886132,17.357760336809285,0.0,22.0,7,11,121.50432235766499,0.8189364824796939,164.18213189014722,0.0,0.0,Reorder Now,164.18213189014722,Raise a replenishment order before stock runs out.
85152,HAND OVER THE CHOCOLATE   SIGN ,Home Decor,1.21,2.1,991.5375345395212,17.70602740249145,0.0,622.0,7,304,123.94219181744015,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
85014B,RED RETROSPOT UMBRELLA,General Merchandise,3.76,5.95,284.1850866664679,5.074733690472641,413.0,0.0,8,382,40.59786952378113,0.0,0.0,0.3119005165460826,484.3440741340807,Healthy,484.3440741340807,No action needed; leave as is.
22865,HAND WARMER OWL DESIGN,Home Decor,1.32,2.1,1474.8973660812567,26.337452965736727,2836.0,0.0,6,1474,158.02471779442035,0.0,0.0,0.4799374590686683,1796.6554767727412,Healthy,1796.6554767727412,No action needed; leave as is.
48184,DOORMAT ENGLISH ROSE ,Home Decor,3.64,7.95,319.43447465746686,5.704187047454766,107.0,0.0,5,74,28.52093523727383,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23245,SET OF 3 REGENCY CAKE TINS,Storage,2.32,4.95,1020.2237984070274,18.218282114411203,699.0,0.0,3,453,54.65484634323361,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21479,WHITE SKULL HOT WATER BOTTLE ,Home & Living,1.91,3.75,1067.4284476309356,19.06122227912385,0.0,339.0,14,244,266.8571119077339,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22697,GREEN REGENCY TEACUP AND SAUCER,Kitchen & Dining,1.76,2.95,917.4417019930019,16.38288753558932,406.0,0.0,7,352,114.68021274912523,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20679,EDWARDIAN PARASOL RED,General Merchandise,2.71,5.95,316.6833167992848,5.655059228558657,559.0,0.0,3,295,16.96517768567597,0.0,0.0,0.43348243864170877,656.6782114739382,Healthy,656.6782114739382,No action needed; leave as is.
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,Home & Living,1.85,3.75,736.4579280390559,13.151034429268856,189.0,280.0,8,212,105.20827543415085,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21217,RED RETROSPOT ROUND CAKE TINS,Storage,5.04,9.95,368.0543025646828,6.572398260083622,156.0,0.0,9,131,59.1515843407526,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
47590B,PINK HAPPY BIRTHDAY BUNTING,Storage,3.05,5.45,314.5413313773906,5.616809488881975,114.0,0.0,5,44,28.084047444409876,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22501,PICNIC BASKET WICKER LARGE,General Merchandise,5.93,9.95,333.00443650938513,5.946507794810449,260.0,0.0,12,194,71.35809353772538,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23199,JUMBO BAG APPLES,Bags,1.31,2.08,1012.4106079373634,18.078760856024346,1353.0,0.0,7,1302,126.55132599217042,0.0,0.0,0.25172904069670116,446.17210360205405,Healthy,446.17210360205405,No action needed; leave as is.
22659,LUNCH BOX I LOVE LONDON,Storage,0.92,1.95,1246.9459277157293,22.26689156635231,0.0,22.0,11,10,244.93580722987542,0.9101805479206528,434.72482409825705,0.0,0.0,Reorder Now,434.72482409825705,Raise a replenishment order before stock runs out.
22158,3 HEARTS HANGING DECORATION RUSTIC,Party & Decor,1.65,2.95,680.4051053725603,12.15009116736715,4.0,17.0,13,11,157.95118517577293,0.8670475313203219,404.00599626853017,0.0,0.0,Reorder Now,404.00599626853017,Raise a replenishment order before stock runs out.
22622,BOX OF VINTAGE ALPHABET BLOCKS,Storage,6.06,9.95,181.1271867516798,3.2344140491371394,141.0,0.0,5,90,16.172070245685696,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48188,DOORMAT WELCOME PUPPIES,Home Decor,4.68,7.95,152.45867641555998,2.7224763645635712,197.0,0.0,4,160,10.889905458254285,0.0,0.0,0.22609808926111685,208.4533943751793,Healthy,208.4533943751793,No action needed; leave as is.
23355,HOT WATER BOTTLE KEEP CALM,Home & Living,2.64,4.95,909.0551515406605,16.233127706083224,541.0,522.0,10,803,162.33127706083224,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22188,BLACK HEART CARD HOLDER,Stationery,2.43,3.95,617.7301356410874,11.030895279305131,0.0,160.0,4,61,44.123581117220525,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84978,HANGING HEART JAR T-LIGHT HOLDER,Lighting & Candles,0.6,1.25,1445.135631165607,25.805993413671555,704.0,0.0,10,400,258.0599341367155,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22866,HAND WARMER SCOTTY DOG DESIGN,Home Decor,1.05,2.1,1354.8452209542172,24.193664659896736,670.0,1201.0,10,1258,241.93664659896737,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21977,PACK OF 60 PINK PAISLEY CAKE CASES,General Merchandise,0.28,0.55,3030.589555452126,54.11767063307368,1387.0,0.0,10,1295,541.1767063307368,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82583,HOT BATHS METAL SIGN,Home Decor,1.18,2.1,522.1604569435532,9.324293873992021,215.0,251.0,14,278,130.5401142358883,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22492,MINI PAINT SET VINTAGE ,General Merchandise,0.34,0.65,3154.749765346238,56.33481723832568,1846.0,0.0,12,1614,676.0178068599081,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20719,WOODLAND CHARLOTTE BAG,Bags,0.45,0.85,1596.788329006756,28.51407730369207,154.0,666.0,8,326,228.11261842953655,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22467,GUMBALL COAT RACK,General Merchandise,1.33,2.55,957.4185019087922,17.096758962657002,66.0,463.0,9,280,153.870830663913,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
