date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2011-10-26,15036,268.0,324.0,14,421
2011-10-27,15036,244.0,324.0,14,421
2011-10-28,15036,244.0,324.0,14,421
2011-10-29,15036,244.0,324.0,14,421
2011-10-30,15036,196.0,324.0,14,421
2011-10-31,15036,505.0,0.0,14,421
2011-11-01,15036,469.0,0.0,14,421
2011-11-02,15036,442.0,0.0,14,421
2011-11-03,15036,439.0,0.0,14,421
2011-11-04,15036,437.0,0.0,14,421
2011-11-05,15036,437.0,0.0,14,421
2011-11-06,15036,437.0,0.0,14,421
2011-11-07,15036,437.0,0.0,14,421
2011-11-08,15036,428.0,0.0,14,421
2011-11-09,15036,380.0,348.0,14,421
2011-11-10,15036,368.0,348.0,14,421
2011-11-11,15036,354.0,348.0,14,421
2011-11-12,15036,354.0,348.0,14,421
2011-11-13,15036,330.0,348.0,14,421
2011-11-14,15036,330.0,348.0,14,421
2011-11-15,15036,300.0,348.0,14,421
2011-11-16,15036,239.0,348.0,14,421
2011-11-17,15036,238.0,348.0,14,421
2011-11-18,15036,226.0,348.0,14,421
2011-11-19,15036,226.0,348.0,14,421
2011-11-20,15036,226.0,348.0,14,421
2011-11-21,15036,202.0,348.0,14,421
2011-11-22,15036,200.0,348.0,14,421
2011-11-23,15036,464.0,0.0,14,421
2011-11-24,15036,351.0,377.0,14,421
2011-11-25,15036,337.0,377.0,14,421
2011-11-26,15036,337.0,377.0,14,421
2011-11-27,15036,337.0,377.0,14,421
2011-11-28,15036,253.0,377.0,14,421
2011-11-29,15036,251.0,377.0,14,421
2011-11-30,15036,249.0,377.0,14,421
2011-12-01,15036,248.0,377.0,14,421
2011-12-02,15036,194.0,377.0,14,421
2011-12-03,15036,194.0,377.0,14,421
2011-12-04,15036,194.0,377.0,14,421
2011-12-05,15036,189.0,377.0,14,421
2011-12-06,15036,189.0,377.0,14,421
2011-12-07,15036,189.0,377.0,14,421
2011-12-08,15036,558.0,0.0,14,421
2011-12-09,15036,557.0,0.0,14,421
2011-08-11,15056BL,1367.0,0.0,14,928
2011-08-12,15056BL,1367.0,0.0,14,928
2011-08-13,15056BL,1367.0,0.0,14,928
2011-08-14,15056BL,1367.0,0.0,14,928
2011-08-15,15056BL,1361.0,0.0,14,928
2011-08-16,15056BL,1361.0,0.0,14,928
2011-08-17,15056BL,1359.0,0.0,14,928
2011-08-18,15056BL,1332.0,0.0,14,928
2011-08-19,15056BL,1272.0,0.0,14,928
2011-08-20,15056BL,1272.0,0.0,14,928
2011-08-21,15056BL,1271.0,0.0,14,928
2011-08-22,15056BL,1268.0,0.0,14,928
2011-08-23,15056BL,1263.0,0.0,14,928
2011-08-24,15056BL,1254.0,0.0,14,928
2011-08-25,15056BL,1245.0,0.0,14,928
2011-08-26,15056BL,1239.0,0.0,14,928
2011-08-27,15056BL,1239.0,0.0,14,928
2011-08-28,15056BL,1238.0,0.0,14,928
2011-08-29,15056BL,1238.0,0.0,14,928
2011-08-30,15056BL,1238.0,0.0,14,928
2011-08-31,15056BL,1236.0,0.0,14,928
2011-09-01,15056BL,1236.0,0.0,14,928
2011-09-02,15056BL,1233.0,0.0,14,928
2011-09-03,15056BL,1233.0,0.0,14,928
2011-09-04,15056BL,1221.0,0.0,14,928
2011-09-05,15056BL,1218.0,0.0,14,928
2011-09-06,15056BL,1214.0,0.0,14,928
2011-09-07,15056BL,1206.0,0.0,14,928
2011-09-08,15056BL,1203.0,0.0,14,928
2011-09-09,15056BL,1160.0,0.0,14,928
2011-09-10,15056BL,1160.0,0.0,14,928
2011-09-11,15056BL,1098.0,0.0,14,928
2011-09-12,15056BL,1098.0,0.0,14,928
2011-09-13,15056BL,1095.0,0.0,14,928
2011-09-14,15056BL,1058.0,0.0,14,928
2011-09-15,15056BL,1055.0,0.0,14,928
2011-09-16,15056BL,1052.0,0.0,14,928
2011-09-17,15056BL,1052.0,0.0,14,928
2011-09-18,15056BL,1052.0,0.0,14,928
2011-09-19,15056BL,1043.0,0.0,14,928
2011-09-20,15056BL,1034.0,0.0,14,928
2011-09-21,15056BL,1031.0,0.0,14,928
2011-09-22,15056BL,1031.0,0.0,14,928
2011-09-23,15056BL,1016.0,0.0,14,928
2011-09-24,15056BL,1016.0,0.0,14,928
2011-09-25,15056BL,1016.0,0.0,14,928
2011-09-26,15056BL,989.0,0.0,14,928
2011-09-27,15056BL,977.0,0.0,14,928
2011-09-28,15056BL,973.0,0.0,14,928
2011-09-29,15056BL,971.0,0.0,14,928
2011-09-30,15056BL,967.0,0.0,14,928
2011-10-01,15056BL,967.0,0.0,14,928
2011-10-02,15056BL,929.0,0.0,14,928
2011-10-03,15056BL,929.0,0.0,14,928
2011-10-04,15056BL,928.0,888.0,14,928
2011-10-05,15056BL,745.0,888.0,14,928
2011-10-06,15056BL,739.0,888.0,14,928
2011-10-07,15056BL,737.0,888.0,14,928
2011-10-08,15056BL,737.0,888.0,14,928
2011-10-09,15056BL,733.0,888.0,14,928
2011-10-10,15056BL,733.0,888.0,14,928
2011-10-11,15056BL,733.0,888.0,14,928
2011-10-12,15056BL,731.0,888.0,14,928
2011-10-13,15056BL,704.0,888.0,14,928
2011-10-14,15056BL,697.0,888.0,14,928
2011-10-15,15056BL,697.0,888.0,14,928
2011-10-16,15056BL,696.0,888.0,14,928
2011-10-17,15056BL,689.0,888.0,14,928
2011-10-18,15056BL,1574.0,0.0,14,928
2011-10-19,15056BL,1574.0,0.0,14,928
2011-10-20,15056BL,1574.0,0.0,14,928
2011-10-21,15056BL,1544.0,0.0,14,928
2011-10-22,15056BL,1544.0,0.0,14,928
2011-10-23,15056BL,1541.0,0.0,14,928
2011-10-24,15056BL,1419.0,0.0,14,928
2011-10-25,15056BL,1419.0,0.0,14,928
2011-10-26,15056BL,1386.0,0.0,14,928
2011-10-27,15056BL,1377.0,0.0,14,928
2011-10-28,15056BL,1374.0,0.0,14,928
2011-10-29,15056BL,1374.0,0.0,14,928
2011-10-30,15056BL,1372.0,0.0,14,928
2011-10-31,15056BL,1301.0,0.0,14,928
2011-11-01,15056BL,1294.0,0.0,14,928
2011-11-02,15056BL,1290.0,0.0,14,928
2011-11-03,15056BL,1287.0,0.0,14,928
2011-11-04,15056BL,1287.0,0.0,14,928
2011-11-05,15056BL,1287.0,0.0,14,928
2011-11-06,15056BL,1278.0,0.0,14,928
2011-11-07,15056BL,1274.0,0.0,14,928
2011-11-08,15056BL,1271.0,0.0,14,928
2011-11-09,15056BL,1253.0,0.0,14,928
2011-11-10,15056BL,1244.0,0.0,14,928
2011-11-11,15056BL,1230.0,0.0,14,928
2011-11-12,15056BL,1230.0,0.0,14,928
2011-11-13,15056BL,1230.0,0.0,14,928
2011-11-14,15056BL,1220.0,0.0,14,928
2011-11-15,15056BL,1172.0,0.0,14,928
2011-11-16,15056BL,1167.0,0.0,14,928
2011-11-17,15056BL,1162.0,0.0,14,928
2011-11-18,15056BL,1156.0,0.0,14,928
2011-11-19,15056BL,1156.0,0.0,14,928
2011-11-20,15056BL,1156.0,0.0,14,928
2011-11-21,15056BL,1147.0,0.0,14,928
2011-11-22,15056BL,1145.0,0.0,14,928
2011-11-23,15056BL,1139.0,0.0,14,928
2011-11-24,15056BL,1139.0,0.0,14,928
2011-11-25,15056BL,1135.0,0.0,14,928
2011-11-26,15056BL,1135.0,0.0,14,928
2011-11-27,15056BL,1135.0,0.0,14,928
2011-11-28,15056BL,1135.0,0.0,14,928
2011-11-29,15056BL,1133.0,0.0,14,928
2011-11-30,15056BL,1125.0,0.0,14,928
2011-12-01,15056BL,1125.0,0.0,14,928
2011-12-02,15056BL,1123.0,0.0,14,928
2011-12-03,15056BL,1123.0,0.0,14,928
2011-12-04,15056BL,1123.0,0.0,14,928
2011-12-05,15056BL,1119.0,0.0,14,928
2011-12-06,15056BL,1117.0,0.0,14,928
2011-12-07,15056BL,1111.0,0.0,14,928
2011-12-08,15056BL,1086.0,0.0,14,928
2011-12-09,15056BL,1048.0,0.0,14,928
2011-08-11,15056N,527.0,0.0,8,425
2011-08-12,15056N,527.0,0.0,8,425
2011-08-13,15056N,527.0,0.0,8,425
2011-08-14,15056N,527.0,0.0,8,425
2011-08-15,15056N,512.0,0.0,8,425
2011-08-16,15056N,512.0,0.0,8,425
2011-08-17,15056N,502.0,0.0,8,425
2011-08-18,15056N,450.0,0.0,8,425
2011-08-19,15056N,390.0,885.0,8,425
2011-08-20,15056N,390.0,885.0,8,425
2011-08-21,15056N,389.0,885.0,8,425
2011-08-22,15056N,326.0,885.0,8,425
2011-08-23,15056N,314.0,885.0,8,425
2011-08-24,15056N,262.0,885.0,8,425
2011-08-25,15056N,238.0,885.0,8,425
2011-08-26,15056N,235.0,885.0,8,425
2011-08-27,15056N,1120.0,0.0,8,425
2011-08-28,15056N,1119.0,0.0,8,425
2011-08-29,15056N,1119.0,0.0,8,425
2011-08-30,15056N,1116.0,0.0,8,425
2011-08-31,15056N,1113.0,0.0,8,425
2011-09-01,15056N,1102.0,0.0,8,425
2011-09-02,15056N,1097.0,0.0,8,425
2011-09-03,15056N,1097.0,0.0,8,425
2011-09-04,15056N,1094.0,0.0,8,425
2011-09-05,15056N,1082.0,0.0,8,425
2011-09-06,15056N,1081.0,0.0,8,425
2011-09-07,15056N,1072.0,0.0,8,425
2011-09-08,15056N,1072.0,0.0,8,425
2011-09-09,15056N,1025.0,0.0,8,425
2011-09-10,15056N,1025.0,0.0,8,425
2011-09-11,15056N,963.0,0.0,8,425
2011-09-12,15056N,957.0,0.0,8,425
2011-09-13,15056N,890.0,0.0,8,425
2011-09-14,15056N,854.0,0.0,8,425
2011-09-15,15056N,850.0,0.0,8,425
2011-09-16,15056N,846.0,0.0,8,425
2011-09-17,15056N,846.0,0.0,8,425
2011-09-18,15056N,846.0,0.0,8,425
2011-09-19,15056N,807.0,0.0,8,425
2011-09-20,15056N,794.0,0.0,8,425
2011-09-21,15056N,791.0,0.0,8,425
2011-09-22,15056N,785.0,0.0,8,425
2011-09-23,15056N,779.0,0.0,8,425
2011-09-24,15056N,779.0,0.0,8,425
2011-09-25,15056N,779.0,0.0,8,425
2011-09-26,15056N,764.0,0.0,8,425
2011-09-27,15056N,764.0,0.0,8,425
2011-09-28,15056N,758.0,0.0,8,425
2011-09-29,15056N,753.0,0.0,8,425
2011-09-30,15056N,753.0,0.0,8,425
2011-10-01,15056N,753.0,0.0,8,425
2011-10-02,15056N,727.0,0.0,8,425
2011-10-03,15056N,727.0,0.0,8,425
2011-10-04,15056N,726.0,0.0,8,425
2011-10-05,15056N,716.0,0.0,8,425
2011-10-06,15056N,713.0,0.0,8,425
2011-10-07,15056N,709.0,0.0,8,425
2011-10-08,15056N,709.0,0.0,8,425
2011-10-09,15056N,705.0,0.0,8,425
2011-10-10,15056N,692.0,0.0,8,425
2011-10-11,15056N,692.0,0.0,8,425
2011-10-12,15056N,689.0,0.0,8,425
2011-10-13,15056N,675.0,0.0,8,425
2011-10-14,15056N,673.0,0.0,8,425
2011-10-15,15056N,673.0,0.0,8,425
2011-10-16,15056N,673.0,0.0,8,425
2011-10-17,15056N,669.0,0.0,8,425
2011-10-18,15056N,668.0,0.0,8,425
2011-10-19,15056N,668.0,0.0,8,425
2011-10-20,15056N,668.0,0.0,8,425
2011-10-21,15056N,614.0,0.0,8,425
2011-10-22,15056N,614.0,0.0,8,425
2011-10-23,15056N,612.0,0.0,8,425
2011-10-24,15056N,545.0,0.0,8,425
2011-10-25,15056N,533.0,0.0,8,425
2011-10-26,15056N,508.0,0.0,8,425
2011-10-27,15056N,505.0,0.0,8,425
2011-10-28,15056N,505.0,0.0,8,425
2011-10-29,15056N,505.0,0.0,8,425
2011-10-30,15056N,505.0,0.0,8,425
2011-10-31,15056N,500.0,0.0,8,425
2011-11-01,15056N,498.0,0.0,8,425
2011-11-02,15056N,498.0,0.0,8,425
2011-11-03,15056N,498.0,0.0,8,425
2011-11-04,15056N,495.0,0.0,8,425
2011-11-05,15056N,495.0,0.0,8,425
2011-11-06,15056N,495.0,0.0,8,425
2011-11-07,15056N,494.0,0.0,8,425
2011-11-08,15056N,491.0,0.0,8,425
2011-11-09,15056N,477.0,0.0,8,425
2011-11-10,15056N,468.0,0.0,8,425
2011-11-11,15056N,459.0,0.0,8,425
2011-11-12,15056N,459.0,0.0,8,425
2011-11-13,15056N,457.0,0.0,8,425
2011-11-14,15056N,454.0,0.0,8,425
2011-11-15,15056N,430.0,0.0,8,425
2011-11-16,15056N,429.0,0.0,8,425
2011-11-17,15056N,362.0,913.0,8,425
2011-11-18,15056N,362.0,913.0,8,425
2011-11-19,15056N,362.0,913.0,8,425
2011-11-20,15056N,357.0,913.0,8,425
2011-11-21,15056N,357.0,913.0,8,425
2011-11-22,15056N,357.0,913.0,8,425
2011-11-23,15056N,351.0,913.0,8,425
2011-11-24,15056N,350.0,913.0,8,425
2011-11-25,15056N,1262.0,0.0,8,425
2011-11-26,15056N,1262.0,0.0,8,425
2011-11-27,15056N,1262.0,0.0,8,425
2011-11-28,15056N,1260.0,0.0,8,425
2011-11-29,15056N,1258.0,0.0,8,425
2011-11-30,15056N,1244.0,0.0,8,425
2011-12-01,15056N,1229.0,0.0,8,425
2011-12-02,15056N,1227.0,0.0,8,425
2011-12-03,15056N,1227.0,0.0,8,425
2011-12-04,15056N,1226.0,0.0,8,425
2011-12-05,15056N,1223.0,0.0,8,425
2011-12-06,15056N,1222.0,0.0,8,425
2011-12-07,15056N,1222.0,0.0,8,425
2011-12-08,15056N,1196.0,0.0,8,425
2011-12-09,15056N,1160.0,0.0,8,425
2011-08-11,20679,794.0,0.0,3,295
2011-08-12,20679,794.0,0.0,3,295
2011-08-13,20679,794.0,0.0,3,295
2011-08-14,20679,794.0,0.0,3,295
2011-08-15,20679,791.0,0.0,3,295
2011-08-16,20679,791.0,0.0,3,295
2011-08-17,20679,784.0,0.0,3,295
2011-08-18,20679,784.0,0.0,3,295
2011-08-19,20679,649.0,0.0,3,295
2011-08-20,20679,649.0,0.0,3,295
2011-08-21,20679,648.0,0.0,3,295
2011-08-22,20679,646.0,0.0,3,295
2011-08-23,20679,643.0,0.0,3,295
2011-08-24,20679,611.0,0.0,3,295
2011-08-25,20679,605.0,0.0,3,295
2011-08-26,20679,605.0,0.0,3,295
2011-08-27,20679,605.0,0.0,3,295
2011-08-28,20679,604.0,0.0,3,295
2011-08-29,20679,604.0,0.0,3,295
2011-08-30,20679,604.0,0.0,3,295
2011-08-31,20679,603.0,0.0,3,295
2011-09-01,20679,603.0,0.0,3,295
2011-09-02,20679,600.0,0.0,3,295
2011-09-03,20679,600.0,0.0,3,295
2011-09-04,20679,588.0,0.0,3,295
2011-09-05,20679,588.0,0.0,3,295
2011-09-06,20679,587.0,0.0,3,295
2011-09-07,20679,580.0,0.0,3,295
2011-09-08,20679,579.0,0.0,3,295
2011-09-09,20679,572.0,0.0,3,295
2011-09-10,20679,572.0,0.0,3,295
2011-09-11,20679,567.0,0.0,3,295
2011-09-12,20679,567.0,0.0,3,295
2011-09-13,20679,564.0,0.0,3,295
2011-09-14,20679,548.0,0.0,3,295
2011-09-15,20679,545.0,0.0,3,295
2011-09-16,20679,524.0,0.0,3,295
2011-09-17,20679,524.0,0.0,3,295
2011-09-18,20679,521.0,0.0,3,295
2011-09-19,20679,518.0,0.0,3,295
2011-09-20,20679,515.0,0.0,3,295
2011-09-21,20679,514.0,0.0,3,295
2011-09-22,20679,508.0,0.0,3,295
2011-09-23,20679,500.0,0.0,3,295
2011-09-24,20679,500.0,0.0,3,295
2011-09-25,20679,500.0,0.0,3,295
2011-09-26,20679,484.0,0.0,3,295
2011-09-27,20679,472.0,0.0,3,295
2011-09-28,20679,462.0,0.0,3,295
2011-09-29,20679,462.0,0.0,3,295
2011-09-30,20679,461.0,0.0,3,295
2011-10-01,20679,461.0,0.0,3,295
2011-10-02,20679,456.0,0.0,3,295
2011-10-03,20679,456.0,0.0,3,295
2011-10-04,20679,456.0,0.0,3,295
2011-10-05,20679,456.0,0.0,3,295
2011-10-06,20679,453.0,0.0,3,295
2011-10-07,20679,451.0,0.0,3,295
2011-10-08,20679,451.0,0.0,3,295
2011-10-09,20679,446.0,0.0,3,295
2011-10-10,20679,446.0,0.0,3,295
2011-10-11,20679,446.0,0.0,3,295
2011-10-12,20679,443.0,0.0,3,295
2011-10-13,20679,415.0,0.0,3,295
2011-10-14,20679,412.0,0.0,3,295
2011-10-15,20679,412.0,0.0,3,295
2011-10-16,20679,411.0,0.0,3,295
2011-10-17,20679,405.0,0.0,3,295
2011-10-18,20679,404.0,0.0,3,295
2011-10-19,20679,403.0,0.0,3,295
2011-10-20,20679,403.0,0.0,3,295
2011-10-21,20679,360.0,0.0,3,295
2011-10-22,20679,360.0,0.0,3,295
2011-10-23,20679,358.0,0.0,3,295
2011-10-24,20679,285.0,567.0,3,295
2011-10-25,20679,285.0,567.0,3,295
2011-10-26,20679,279.0,567.0,3,295
2011-10-27,20679,834.0,0.0,3,295
2011-10-28,20679,834.0,0.0,3,295
2011-10-29,20679,834.0,0.0,3,295
2011-10-30,20679,832.0,0.0,3,295
2011-10-31,20679,765.0,0.0,3,295
2011-11-01,20679,757.0,0.0,3,295
2011-11-02,20679,749.0,0.0,3,295
2011-11-03,20679,749.0,0.0,3,295
2011-11-04,20679,746.0,0.0,3,295
2011-11-05,20679,746.0,0.0,3,295
2011-11-06,20679,737.0,0.0,3,295
2011-11-07,20679,731.0,0.0,3,295
2011-11-08,20679,729.0,0.0,3,295
2011-11-09,20679,714.0,0.0,3,295
2011-11-10,20679,706.0,0.0,3,295
2011-11-11,20679,681.0,0.0,3,295
2011-11-12,20679,681.0,0.0,3,295
2011-11-13,20679,680.0,0.0,3,295
2011-11-14,20679,680.0,0.0,3,295
2011-11-15,20679,632.0,0.0,3,295
2011-11-16,20679,627.0,0.0,3,295
2011-11-17,20679,620.0,0.0,3,295
2011-11-18,20679,617.0,0.0,3,295
2011-11-19,20679,617.0,0.0,3,295
2011-11-20,20679,617.0,0.0,3,295
2011-11-21,20679,614.0,0.0,3,295
2011-11-22,20679,612.0,0.0,3,295
2011-11-23,20679,612.0,0.0,3,295
2011-11-24,20679,612.0,0.0,3,295
2011-11-25,20679,612.0,0.0,3,295
2011-11-26,20679,612.0,0.0,3,295
2011-11-27,20679,611.0,0.0,3,295
2011-11-28,20679,611.0,0.0,3,295
2011-11-29,20679,610.0,0.0,3,295
2011-11-30,20679,606.0,0.0,3,295
2011-12-01,20679,606.0,0.0,3,295
2011-12-02,20679,606.0,0.0,3,295
2011-12-03,20679,606.0,0.0,3,295
2011-12-04,20679,602.0,0.0,3,295
2011-12-05,20679,597.0,0.0,3,295
2011-12-06,20679,594.0,0.0,3,295
2011-12-07,20679,592.0,0.0,3,295
2011-12-08,20679,564.0,0.0,3,295
2011-12-09,20679,559.0,0.0,3,295
2011-08-11,20685,356.0,0.0,6,291
2011-08-12,20685,355.0,0.0,6,291
2011-08-13,20685,355.0,0.0,6,291
2011-08-14,20685,350.0,0.0,6,291
2011-08-15,20685,348.0,0.0,6,291
2011-08-16,20685,348.0,0.0,6,291
2011-08-17,20685,328.0,0.0,6,291
2011-08-18,20685,324.0,0.0,6,291
2011-08-19,20685,312.0,0.0,6,291
2011-08-20,20685,312.0,0.0,6,291
2011-08-21,20685,312.0,0.0,6,291
2011-08-22,20685,294.0,0.0,6,291
2011-08-23,20685,290.0,341.0,6,291
2011-08-24,20685,278.0,341.0,6,291
2011-08-25,20685,276.0,341.0,6,291
2011-08-26,20685,272.0,341.0,6,291
2011-08-27,20685,272.0,341.0,6,291
2011-08-28,20685,272.0,341.0,6,291
2011-08-29,20685,613.0,0.0,6,291
2011-08-30,20685,610.0,0.0,6,291
2011-08-31,20685,606.0,0.0,6,291
2011-09-01,20685,597.0,0.0,6,291
2011-09-02,20685,584.0,0.0,6,291
2011-09-03,20685,584.0,0.0,6,291
2011-09-04,20685,578.0,0.0,6,291
2011-09-05,20685,576.0,0.0,6,291
2011-09-06,20685,576.0,0.0,6,291
2011-09-07,20685,575.0,0.0,6,291
2011-09-08,20685,570.0,0.0,6,291
2011-09-09,20685,570.0,0.0,6,291
2011-09-10,20685,570.0,0.0,6,291
2011-09-11,20685,555.0,0.0,6,291
2011-09-12,20685,545.0,0.0,6,291
2011-09-13,20685,542.0,0.0,6,291
2011-09-14,20685,542.0,0.0,6,291
2011-09-15,20685,532.0,0.0,6,291
2011-09-16,20685,531.0,0.0,6,291
2011-09-17,20685,531.0,0.0,6,291
2011-09-18,20685,531.0,0.0,6,291
2011-09-19,20685,523.0,0.0,6,291
2011-09-20,20685,520.0,0.0,6,291
2011-09-21,20685,520.0,0.0,6,291
2011-09-22,20685,516.0,0.0,6,291
2011-09-23,20685,514.0,0.0,6,291
2011-09-24,20685,514.0,0.0,6,291
2011-09-25,20685,514.0,0.0,6,291
2011-09-26,20685,502.0,0.0,6,291
2011-09-27,20685,480.0,0.0,6,291
2011-09-28,20685,473.0,0.0,6,291
2011-09-29,20685,463.0,0.0,6,291
2011-09-30,20685,421.0,0.0,6,291
2011-10-01,20685,421.0,0.0,6,291
2011-10-02,20685,420.0,0.0,6,291
2011-10-03,20685,420.0,0.0,6,291
2011-10-04,20685,403.0,0.0,6,291
2011-10-05,20685,394.0,0.0,6,291
2011-10-06,20685,394.0,0.0,6,291
2011-10-07,20685,374.0,0.0,6,291
2011-10-08,20685,374.0,0.0,6,291
2011-10-09,20685,371.0,0.0,6,291
2011-10-10,20685,368.0,0.0,6,291
2011-10-11,20685,366.0,0.0,6,291
2011-10-12,20685,366.0,0.0,6,291
2011-10-13,20685,357.0,0.0,6,291
2011-10-14,20685,347.0,0.0,6,291
2011-10-15,20685,347.0,0.0,6,291
2011-10-16,20685,320.0,0.0,6,291
2011-10-17,20685,317.0,0.0,6,291
2011-10-18,20685,312.0,0.0,6,291
2011-10-19,20685,308.0,0.0,6,291
2011-10-20,20685,308.0,0.0,6,291
2011-10-21,20685,308.0,0.0,6,291
2011-10-22,20685,308.0,0.0,6,291
2011-10-23,20685,306.0,0.0,6,291
2011-10-24,20685,291.0,340.0,6,291
2011-10-25,20685,289.0,340.0,6,291
2011-10-26,20685,288.0,340.0,6,291
2011-10-27,20685,283.0,340.0,6,291
2011-10-28,20685,266.0,340.0,6,291
2011-10-29,20685,266.0,340.0,6,291
2011-10-30,20685,592.0,0.0,6,291
2011-10-31,20685,575.0,0.0,6,291
2011-11-01,20685,564.0,0.0,6,291
2011-11-02,20685,557.0,0.0,6,291
2011-11-03,20685,556.0,0.0,6,291
2011-11-04,20685,512.0,0.0,6,291
2011-11-05,20685,512.0,0.0,6,291
2011-11-06,20685,496.0,0.0,6,291
2011-11-07,20685,488.0,0.0,6,291
2011-11-08,20685,482.0,0.0,6,291
2011-11-09,20685,469.0,0.0,6,291
2011-11-10,20685,462.0,0.0,6,291
2011-11-11,20685,460.0,0.0,6,291
2011-11-12,20685,460.0,0.0,6,291
2011-11-13,20685,458.0,0.0,6,291
2011-11-14,20685,458.0,0.0,6,291
2011-11-15,20685,445.0,0.0,6,291
2011-11-16,20685,434.0,0.0,6,291
2011-11-17,20685,431.0,0.0,6,291
2011-11-18,20685,417.0,0.0,6,291
2011-11-19,20685,417.0,0.0,6,291
2011-11-20,20685,416.0,0.0,6,291
2011-11-21,20685,352.0,0.0,6,291
2011-11-22,20685,322.0,0.0,6,291
2011-11-23,20685,319.0,0.0,6,291
2011-11-24,20685,314.0,0.0,6,291
2011-11-25,20685,314.0,0.0,6,291
2011-11-26,20685,314.0,0.0,6,291
2011-11-27,20685,314.0,0.0,6,291
2011-11-28,20685,310.0,0.0,6,291
2011-11-29,20685,257.0,374.0,6,291
2011-11-30,20685,240.0,374.0,6,291
2011-12-01,20685,240.0,374.0,6,291
2011-12-02,20685,220.0,374.0,6,291
2011-12-03,20685,220.0,374.0,6,291
2011-12-04,20685,217.0,374.0,6,291
2011-12-05,20685,588.0,0.0,6,291
2011-12-06,20685,585.0,0.0,6,291
2011-12-07,20685,562.0,0.0,6,291
2011-12-08,20685,538.0,0.0,6,291
2011-12-09,20685,528.0,0.0,6,291
2011-08-11,20711,373.0,0.0,11,339
2011-08-12,20711,372.0,0.0,11,339
2011-08-13,20711,372.0,0.0,11,339
2011-08-14,20711,362.0,0.0,11,339
2011-08-15,20711,352.0,0.0,11,339
2011-08-16,20711,331.0,211.0,11,339
