sku_id,week_start,units_sold,revenue,unit_price,promo_flag,is_holiday,month,week_of_year,season,category
15056BL,2010-03-15,81.0,428.71999999999997,6.3621428571428575,0,0,3,11,Spring,General Merchandise
15056BL,2010-03-22,21.0,124.95,5.95,0,0,3,12,Spring,General Merchandise
15056BL,2010-03-29,18.0,107.1,5.95,0,1,3,13,Spring,General Merchandise
15056BL,2010-04-05,100.0,541.77,6.774285714285715,0,0,4,14,Spring,General Merchandise
15056BL,2010-04-12,26.0,154.7,5.95,0,0,4,15,Spring,General Merchandise
15056BL,2010-04-19,11.0,72.22,7.400714285714286,0,0,4,16,Spring,General Merchandise
15056BL,2010-04-26,9.0,53.550000000000004,5.95,0,0,4,17,Spring,General Merchandise
15056BL,2010-05-03,14.0,87.07000000000001,6.451904761904762,0,1,5,18,Spring,General Merchandise
15056BL,2010-05-10,75.0,386.25,5.807142857142857,1,0,5,19,Spring,General Merchandise
15056BL,2010-05-17,23.0,136.85000000000002,5.95,0,0,5,20,Spring,General Merchandise
15056BL,2010-05-24,8.0,47.6,5.95,0,0,5,21,Spring,General Merchandise
15056BL,2010-05-31,10.0,79.81,9.334999999999999,0,1,5,22,Spring,General Merchandise
15056BL,2010-06-07,162.0,843.9000000000001,5.878571428571428,0,0,6,23,Summer,General Merchandise
15056BL,2010-06-14,19.0,133.36,8.851428571428572,0,0,6,24,Summer,General Merchandise
15056BL,2010-06-21,5.0,29.75,5.95,0,0,6,25,Summer,General Merchandise
15056BL,2010-06-28,107.0,540.6500000000001,5.521428571428571,1,0,6,26,Summer,General Merchandise
15056BL,2010-07-05,96.0,511.51000000000005,7.322380952380953,1,0,7,27,Summer,General Merchandise
15056BL,2010-07-12,17.0,107.92,6.1917857142857144,1,0,7,28,Summer,General Merchandise
15056BL,2010-07-19,111.0,635.07,6.556309523809524,1,0,7,29,Summer,General Merchandise
15056BL,2010-07-26,10.0,66.27000000000001,6.917142857142857,1,0,7,30,Summer,General Merchandise
15056BL,2010-08-02,73.0,374.35,5.878571428571428,0,0,8,31,Summer,General Merchandise
15056BL,2010-08-09,59.0,351.05,5.95,0,0,8,32,Summer,General Merchandise
15056BL,2010-08-16,168.0,879.6,5.8309523809523816,0,0,8,33,Summer,General Merchandise
15056BL,2010-08-23,197.0,1065.69,6.183571428571429,0,0,8,34,Summer,General Merchandise
15056BL,2010-08-30,26.0,168.24,7.168095238095239,0,0,8,35,Summer,General Merchandise
15056BL,2010-09-06,76.0,398.97,7.741428571428572,1,0,9,36,Autumn,General Merchandise
15056BL,2010-09-13,46.0,280.47,6.594761904761905,0,0,9,37,Autumn,General Merchandise
15056BL,2010-09-20,203.0,1077.39,6.2665476190476195,1,0,9,38,Autumn,General Merchandise
15056BL,2010-09-27,46.0,300.78000000000003,7.561904761904763,0,0,9,39,Autumn,General Merchandise
15056BL,2010-10-04,74.0,453.84000000000003,7.110571428571428,0,0,10,40,Autumn,General Merchandise
15056BL,2010-10-11,92.0,543.71,7.082,0,0,10,41,Autumn,General Merchandise
15056BL,2010-10-18,424.0,2169.57,6.559047619047619,0,0,10,42,Autumn,General Merchandise
15056BL,2010-10-25,82.0,434.66999999999996,6.461071428571429,0,0,10,43,Autumn,General Merchandise
15056BL,2010-11-01,134.0,737.3000000000001,5.914285714285714,0,0,11,44,Autumn,General Merchandise
15056BL,2010-11-08,94.0,535.3000000000001,5.914285714285714,0,0,11,45,Autumn,General Merchandise
15056BL,2010-11-15,61.0,369.72,6.143428571428572,1,0,11,46,Autumn,General Merchandise
15056BL,2010-11-22,91.0,615.9200000000001,8.114557823129251,1,0,11,47,Autumn,General Merchandise
15056BL,2010-11-29,104.0,621.8800000000001,6.932738095238095,1,0,11,48,Autumn,General Merchandise
15056BL,2010-12-06,38.0,293.8,7.803690476190476,1,0,12,49,Winter,General Merchandise
15056BL,2010-12-13,61.0,390.03000000000003,7.884285714285714,1,0,12,50,Winter,General Merchandise
15056BL,2010-12-20,22.0,144.44000000000003,11.752857142857144,1,1,12,51,Winter,General Merchandise
15056BL,2010-12-27,0.0,0.0,12.72,1,1,12,52,Winter,General Merchandise
15056BL,2011-01-03,95.0,505.25,6.845714285714286,1,1,1,1,Winter,General Merchandise
15056BL,2011-01-10,19.0,113.05000000000001,5.95,1,0,1,2,Winter,General Merchandise
15056BL,2011-01-17,67.0,351.66999999999996,9.527142857142858,1,0,1,3,Winter,General Merchandise
15056BL,2011-01-24,12.0,90.93,7.5,0,0,1,4,Winter,General Merchandise
15056BL,2011-01-31,73.0,447.37,7.8100000000000005,0,0,1,5,Winter,General Merchandise
15056BL,2011-02-07,13.0,90.37,7.345,0,0,2,6,Winter,General Merchandise
15056BL,2011-02-14,9.0,73.08,9.05,1,0,2,7,Winter,General Merchandise
15056BL,2011-02-21,31.0,197.47000000000003,8.275,0,0,2,8,Winter,General Merchandise
15056BL,2011-02-28,11.0,65.45,7.8100000000000005,1,0,2,9,Winter,General Merchandise
15056BL,2011-03-07,4.0,23.8,5.95,1,0,3,10,Spring,General Merchandise
15056BL,2011-03-14,53.0,321.86,6.880000000000001,0,0,3,11,Spring,General Merchandise
15056BL,2011-03-21,55.0,333.76,6.88,0,0,3,12,Spring,General Merchandise
15056BL,2011-03-28,3.0,24.36,8.74,0,0,3,13,Spring,General Merchandise
15056BL,2011-04-04,5.0,36.260000000000005,6.880000000000001,0,0,4,14,Spring,General Merchandise
15056BL,2011-04-11,16.0,114.73000000000002,7.6240000000000006,0,0,4,15,Spring,General Merchandise
15056BL,2011-04-18,29.0,172.55,5.95,0,1,4,16,Spring,General Merchandise
15056BL,2011-04-25,44.0,274.82000000000005,6.880000000000001,0,1,4,17,Spring,General Merchandise
15056BL,2011-05-02,64.0,320.8,5.735714285714286,0,1,5,18,Spring,General Merchandise
15056BL,2011-05-09,93.0,532.4100000000001,7.484761904761905,1,0,5,19,Spring,General Merchandise
15056BL,2011-05-16,31.0,203.98000000000002,6.880000000000001,0,0,5,20,Spring,General Merchandise
15056BL,2011-05-23,19.0,132.58,9.360000000000001,0,0,5,21,Spring,General Merchandise
15056BL,2011-05-30,21.0,67.46,8.168571428571429,1,1,5,22,Spring,General Merchandise
15056BL,2011-06-06,32.0,223.95,9.133571428571429,0,0,6,23,Summer,General Merchandise
15056BL,2011-06-13,17.0,114.17000000000002,6.415,0,0,6,24,Summer,General Merchandise
15056BL,2011-06-20,74.0,459.83000000000004,7.1899999999999995,1,0,6,25,Summer,General Merchandise
15056BL,2011-06-27,15.0,108.78,7.345,1,0,6,26,Summer,General Merchandise
15056BL,2011-07-04,163.0,849.85,5.807142857142857,1,0,7,27,Summer,General Merchandise
15056BL,2011-07-11,113.0,602.15,5.635714285714286,1,0,7,28,Summer,General Merchandise
15056BL,2011-07-18,222.0,1160.43,6.584571428571429,1,0,7,29,Summer,General Merchandise
15056BL,2011-07-25,14.0,83.30000000000001,5.521428571428571,1,0,7,30,Summer,General Merchandise
15056BL,2011-08-01,82.0,421.9,5.45,1,0,8,31,Summer,General Merchandise
15056BL,2011-08-08,18.0,172.2,8.430000000000001,0,0,8,32,Summer,General Merchandise
15056BL,2011-08-15,96.0,517.71,6.1292857142857144,1,0,8,33,Summer,General Merchandise
15056BL,2011-08-22,33.0,215.88000000000002,6.415,0,0,8,34,Summer,General Merchandise
15056BL,2011-08-29,17.0,114.17000000000002,7.8100000000000005,0,0,8,35,Summer,General Merchandise
15056BL,2011-09-05,123.0,691.38,6.653571428571429,0,0,9,36,Autumn,General Merchandise
15056BL,2011-09-12,46.0,280.21000000000004,6.343571428571429,0,0,9,37,Autumn,General Merchandise
15056BL,2011-09-19,36.0,230.04000000000002,6.775357142857142,0,0,9,38,Autumn,General Merchandise
15056BL,2011-09-26,87.0,530.6700000000001,7.345,0,0,9,39,Autumn,General Merchandise
15056BL,2011-10-03,196.0,992.71,6.808571428571429,0,0,10,40,Autumn,General Merchandise
15056BL,2011-10-10,37.0,193.15,5.807142857142857,1,0,10,41,Autumn,General Merchandise
15056BL,2011-10-17,43.0,262.36,6.26,0,0,10,42,Autumn,General Merchandise
15056BL,2011-10-24,169.0,892.06,6.272142857142858,0,0,10,43,Autumn,General Merchandise
15056BL,2011-10-31,94.0,531.85,6.856190476190477,0,0,10,44,Autumn,General Merchandise
15056BL,2011-11-07,48.0,318.15,7.345,0,0,11,45,Autumn,General Merchandise
15056BL,2011-11-14,74.0,398.81000000000006,6.272142857142858,1,0,11,46,Autumn,General Merchandise
15056BL,2011-11-21,21.0,131.46,7.345,1,0,11,47,Autumn,General Merchandise
15056BL,2011-11-28,12.0,90.93,7.965000000000001,1,0,11,48,Autumn,General Merchandise
15056BL,2011-12-05,75.0,498.33000000000004,9.205,1,0,12,49,Winter,General Merchandise
15056N,2009-11-30,710.0,2406.5,5.535416666666666,1,0,11,49,Autumn,General Merchandise
15056N,2009-12-07,818.0,2935.1000000000004,5.063888888888889,1,0,12,50,Winter,General Merchandise
15056N,2009-12-14,103.0,574.0,6.317142857142857,1,0,12,51,Winter,General Merchandise
15056N,2009-12-21,12.0,71.4,5.95,0,1,12,52,Winter,General Merchandise
15056N,2009-12-28,0.0,0.0,5.95,1,1,12,53,Winter,General Merchandise
15056N,2010-01-04,611.0,1865.45,4.685714285714285,1,0,1,1,Winter,General Merchandise
15056N,2010-01-11,121.0,636.72,5.055000000000001,1,0,1,2,Winter,General Merchandise
15056N,2010-01-18,26.0,168.24,6.631428571428572,1,0,1,3,Winter,General Merchandise
15056N,2010-01-25,16.0,95.2,5.95,0,0,1,4,Winter,General Merchandise
15056N,2010-02-01,6.0,35.7,5.95,0,0,2,5,Winter,General Merchandise
15056N,2010-02-08,16.0,101.97,7.400714285714287,0,0,2,6,Winter,General Merchandise
15056N,2010-02-15,19.0,119.82000000000001,8.851428571428572,0,0,2,7,Winter,General Merchandise
15056N,2010-02-22,273.0,1381.3500000000001,5.578571428571429,1,0,2,8,Winter,General Merchandise
15056N,2010-03-01,188.0,988.1400000000001,5.9391326530612245,1,0,3,9,Spring,General Merchandise
15056N,2010-03-08,91.0,488.22,6.86952380952381,0,0,3,10,Spring,General Merchandise
15056N,2010-03-15,77.0,404.9200000000001,6.224761904761905,0,0,3,11,Spring,General Merchandise
15056N,2010-03-22,33.0,196.35000000000002,5.95,0,0,3,12,Spring,General Merchandise
15056N,2010-03-29,19.0,126.59,7.884285714285715,0,1,3,13,Spring,General Merchandise
15056N,2010-04-05,282.0,1458.21,6.863248299319729,0,0,4,14,Spring,General Merchandise
15056N,2010-04-12,58.0,345.1,5.95,0,0,4,15,Spring,General Merchandise
15056N,2010-04-19,161.0,892.11,8.372285714285715,0,0,4,16,Spring,General Merchandise
15056N,2010-04-26,134.0,798.23,7.603309523809523,0,0,4,17,Spring,General Merchandise
15056N,2010-05-03,33.0,223.43,8.464571428571428,1,1,5,18,Spring,General Merchandise
15056N,2010-05-10,152.0,867.64,7.338452380952382,1,0,5,19,Spring,General Merchandise
15056N,2010-05-17,114.0,638.61,7.168095238095239,1,0,5,20,Spring,General Merchandise
15056N,2010-05-24,97.0,632.24,10.266428571428573,1,0,5,21,Spring,General Merchandise
15056N,2010-05-31,111.0,613.9000000000001,9.045238095238096,1,1,5,22,Spring,General Merchandise
15056N,2010-06-07,205.0,1153.91,6.387428571428572,1,0,6,23,Summer,General Merchandise
15056N,2010-06-14,223.0,1187.47,7.2908333333333335,1,0,6,24,Summer,General Merchandise
15056N,2010-06-21,88.0,498.99,9.263571428571428,1,0,6,25,Summer,General Merchandise
15056N,2010-06-28,180.0,960.8500000000001,6.834761904761905,1,0,6,26,Summer,General Merchandise
15056N,2010-07-05,218.0,1184.8600000000001,10.597585034013605,1,0,7,27,Summer,General Merchandise
15056N,2010-07-12,55.0,347.56000000000006,6.997738095238096,1,0,7,28,Summer,General Merchandise
15056N,2010-07-19,87.0,579.1700000000001,9.595892857142857,1,0,7,29,Summer,General Merchandise
15056N,2010-07-26,25.0,169.06,7.304,1,0,7,30,Summer,General Merchandise
15056N,2010-08-02,98.0,543.41,6.405,1,0,8,31,Summer,General Merchandise
15056N,2010-08-09,123.0,673.3900000000001,6.613095238095239,0,0,8,32,Summer,General Merchandise
15056N,2010-08-16,160.0,879.39,8.941190476190476,0,0,8,33,Summer,General Merchandise
15056N,2010-08-23,200.0,1138.77,6.86,0,0,8,34,Summer,General Merchandise
15056N,2010-08-30,63.0,401.93,7.078333333333333,0,0,8,35,Summer,General Merchandise
15056N,2010-09-06,149.0,773.32,6.774285714285715,1,0,9,36,Autumn,General Merchandise
15056N,2010-09-13,127.0,749.8100000000001,7.103619047619048,0,0,9,37,Autumn,General Merchandise
15056N,2010-09-20,50.0,311.38,6.546785714285714,0,0,9,38,Autumn,General Merchandise
15056N,2010-09-27,35.0,221.79000000000002,6.272380952380952,0,0,9,39,Autumn,General Merchandise
15056N,2010-10-04,97.0,529.49,6.433142857142857,0,0,10,40,Autumn,General Merchandise
15056N,2010-10-11,55.0,367.87000000000006,6.9862244897959185,0,0,10,41,Autumn,General Merchandise
15056N,2010-10-18,319.0,1664.82,6.224761904761905,0,0,10,42,Autumn,General Merchandise
15056N,2010-10-25,20.0,119.0,5.95,0,0,10,43,Autumn,General Merchandise
15056N,2010-11-01,170.0,901.2700000000001,6.831428571428572,1,0,11,44,Autumn,General Merchandise
15056N,2010-11-08,94.0,470.84000000000003,7.319761904761904,0,0,11,45,Autumn,General Merchandise
15056N,2010-11-15,45.0,274.52000000000004,6.917142857142857,1,0,11,46,Autumn,General Merchandise
15056N,2010-11-22,90.0,576.12,7.17504761904762,1,0,11,47,Autumn,General Merchandise
15056N,2010-11-29,92.0,486.2000000000001,5.726190476190476,1,0,11,48,Autumn,General Merchandise
15056N,2010-12-06,29.0,247.02,8.851428571428572,1,0,12,49,Winter,General Merchandise
15056N,2010-12-13,20.0,132.54000000000002,7.400714285714287,1,0,12,50,Winter,General Merchandise
15056N,2010-12-20,32.0,217.48000000000002,7.400714285714286,0,1,12,51,Winter,General Merchandise
15056N,2010-12-27,0.0,0.0,5.95,1,1,12,52,Winter,General Merchandise
15056N,2011-01-03,24.0,149.57,6.917142857142857,1,1,1,1,Winter,General Merchandise
15056N,2011-01-10,55.0,299.73,8.159142857142857,1,0,1,2,Winter,General Merchandise
15056N,2011-01-17,23.0,149.87,6.694000000000001,0,0,1,3,Winter,General Merchandise
15056N,2011-01-24,36.0,233.73000000000002,6.063571428571429,1,0,1,4,Winter,General Merchandise
15056N,2011-01-31,22.0,143.92000000000002,7.8100000000000005,0,0,1,5,Winter,General Merchandise
15056N,2011-02-07,197.0,998.6600000000001,6.3975,1,0,2,6,Winter,General Merchandise
15056N,2011-02-14,38.0,252.14000000000001,6.7250000000000005,0,0,2,7,Winter,General Merchandise
15056N,2011-02-21,18.0,133.14000000000001,7.5,0,0,2,8,Winter,General Merchandise
15056N,2011-02-28,91.0,494.47,6.808571428571429,0,0,2,9,Winter,General Merchandise
15056N,2011-03-07,84.0,465.84,7.118571428571428,0,0,3,10,Spring,General Merchandise
15056N,2011-03-14,191.0,1018.4900000000001,7.738571428571428,0,0,3,11,Spring,General Merchandise
15056N,2011-03-21,55.0,353.2900000000001,7.5,0,0,3,12,Spring,General Merchandise
15056N,2011-03-28,78.0,436.65,7.428571428571429,0,0,3,13,Spring,General Merchandise
15056N,2011-04-04,74.0,412.85,7.059285714285714,1,0,4,14,Spring,General Merchandise
15056N,2011-04-11,33.0,215.88,7.345,0,0,4,15,Spring,General Merchandise
15056N,2011-04-18,23.0,156.38,6.57,0,1,4,16,Spring,General Merchandise
15056N,2011-04-25,50.0,297.5,5.95,0,1,4,17,Spring,General Merchandise
15056N,2011-05-02,176.0,927.2,5.75952380952381,0,1,5,18,Spring,General Merchandise
15056N,2011-05-09,98.0,607.73,8.926904761904762,0,0,5,19,Spring,General Merchandise
15056N,2011-05-16,29.0,211.61,9.592500000000001,0,0,5,20,Spring,General Merchandise
15056N,2011-05-23,40.0,251.02,8.275,0,0,5,21,Spring,General Merchandise
15056N,2011-05-30,55.0,283.33000000000004,9.964795918367347,1,1,5,22,Spring,General Merchandise
15056N,2011-06-06,116.0,637.25,6.316571428571429,1,0,6,23,Summer,General Merchandise
15056N,2011-06-13,151.0,877.51,7.607380952380952,1,0,6,24,Summer,General Merchandise
15056N,2011-06-20,76.0,504.28,7.256428571428572,1,0,6,25,Summer,General Merchandise
