date,sku_id,units_sold,revenue,unit_price,promo_flag
2010-03-31,15036,14.0,11.56,1.0150000000000001,0
2010-04-01,15036,624.0,408.0,0.7,1
2010-04-02,15036,0.0,0.0,0.7,0
2010-04-03,15036,0.0,0.0,0.7,0
2010-04-04,15036,0.0,0.0,0.7,0
2010-04-05,15036,0.0,0.0,0.7,0
2010-04-06,15036,14.0,11.56,1.0150000000000001,0
2010-04-07,15036,12.0,9.0,0.75,0
2010-04-08,15036,122.0,82.96000000000001,0.8325,0
2010-04-09,15036,0.0,0.0,0.8325,0
2010-04-10,15036,0.0,0.0,0.8325,0
2010-04-11,15036,84.0,58.2,0.7,0
2010-04-12,15036,0.0,0.0,0.7,0
2010-04-13,15036,0.0,0.0,0.7,0
2010-04-14,15036,12.0,9.0,0.75,0
2010-04-15,15036,60.0,45.0,0.75,0
2010-04-16,15036,0.0,0.0,0.75,0
2010-04-17,15036,0.0,0.0,0.75,0
2010-04-18,15036,24.0,18.0,0.75,0
2010-04-19,15036,40.0,32.120000000000005,0.9620000000000001,0
2010-04-20,15036,21.0,20.52,1.0150000000000001,0
2010-04-21,15036,36.0,27.0,0.75,0
2010-04-22,15036,62.0,47.56,0.9266666666666667,0
2010-04-23,15036,12.0,9.0,0.75,0
2010-04-24,15036,0.0,0.0,0.75,0
2010-04-25,15036,24.0,18.0,0.75,0
2010-04-26,15036,684.0,453.0,0.7166666666666667,0
2010-04-27,15036,12.0,9.0,0.75,0
2010-04-28,15036,38.0,29.56,0.9266666666666667,0
2010-04-29,15036,26.0,26.92,1.0150000000000001,0
2010-04-30,15036,0.0,0.0,1.0150000000000001,0
2010-05-01,15036,0.0,0.0,1.0150000000000001,0
2010-05-02,15036,72.0,54.0,0.75,0
2010-05-03,15036,0.0,0.0,0.75,0
2010-05-04,15036,26.0,33.28,1.28,0
2010-05-05,15036,39.0,30.84,0.9266666666666667,0
2010-05-06,15036,283.0,215.96,0.9266666666666667,0
2010-05-07,15036,120.0,68.88,0.64,1
2010-05-08,15036,0.0,0.0,0.64,1
2010-05-09,15036,0.0,0.0,0.64,1
2010-05-10,15036,25.0,19.28,0.8825000000000001,0
2010-05-11,15036,60.0,45.0,0.75,0
2010-05-12,15036,0.0,0.0,0.75,0
2010-05-13,15036,662.0,437.56,0.836,0
2010-05-14,15036,408.0,212.16,0.52,1
2010-05-15,15036,0.0,0.0,0.52,1
2010-05-16,15036,0.0,0.0,0.52,1
2010-05-17,15036,24.0,18.0,0.75,0
2010-05-18,15036,13.0,10.28,1.0150000000000001,0
2010-05-19,15036,0.0,0.0,1.0150000000000001,0
2010-05-20,15036,12.0,9.0,0.75,0
2010-05-21,15036,1.0,1.28,1.28,0
2010-05-22,15036,0.0,0.0,1.28,0
2010-05-23,15036,24.0,18.0,0.75,0
2010-05-24,15036,624.0,408.0,0.73,0
2010-05-25,15036,51.0,46.2,0.8825000000000001,0
2010-05-26,15036,0.0,0.0,0.8825000000000001,0
2010-05-27,15036,171.0,129.84,0.8825000000000001,0
2010-05-28,15036,24.0,18.0,0.75,0
2010-05-29,15036,0.0,0.0,0.75,0
2010-05-30,15036,12.0,9.0,0.75,0
2010-05-31,15036,0.0,0.0,0.75,0
2010-06-01,15036,12.0,15.36,1.28,0
2010-06-02,15036,258.0,172.68,0.8933333333333334,0
2010-06-03,15036,85.0,64.81,0.8560000000000001,0
2010-06-04,15036,37.0,28.28,0.9266666666666667,0
2010-06-05,15036,0.0,0.0,0.9266666666666667,0
2010-06-06,15036,12.0,9.0,0.75,0
2010-06-07,15036,636.0,417.0,0.7166666666666667,0
2010-06-08,15036,84.0,63.0,0.75,0
2010-06-09,15036,61.0,46.28,0.9266666666666667,0
2010-06-10,15036,60.0,45.0,0.75,0
2010-06-11,15036,193.0,145.28,0.81625,0
2010-06-12,15036,0.0,0.0,0.81625,0
2010-06-13,15036,48.0,36.0,0.75,0
2010-06-14,15036,70.0,53.96,0.8575,0
2010-06-15,15036,37.0,28.28,0.8825000000000001,0
2010-06-16,15036,49.0,37.28,0.8825000000000001,0
2010-06-17,15036,24.0,18.0,0.75,1
2010-06-18,15036,0.0,0.0,0.75,0
2010-06-19,15036,0.0,0.0,0.75,0
2010-06-20,15036,48.0,36.0,0.75,0
2010-06-21,15036,40.0,32.120000000000005,0.8825000000000001,0
2010-06-22,15036,101.0,97.48,0.8560000000000001,0
2010-06-23,15036,659.0,362.08,0.825,0
2010-06-24,15036,12.0,9.0,0.75,0
2010-06-25,15036,27.0,21.84,0.9266666666666667,0
2010-06-26,15036,0.0,0.0,0.9266666666666667,0
2010-06-27,15036,732.0,489.0,0.7375,1
2010-06-28,15036,165.0,134.88,1.1033333333333333,0
2010-06-29,15036,105.0,83.52,0.9620000000000001,0
2010-06-30,15036,694.0,465.8,0.8871428571428571,0
2010-07-01,15036,156.0,117.0,0.75,1
2010-07-02,15036,12.0,9.0,0.75,1
2010-07-03,15036,0.0,0.0,0.75,1
2010-07-04,15036,201.0,150.75,0.75,1
2010-07-05,15036,200.0,154.24,0.8825000000000001,1
2010-07-06,15036,28.0,23.12,1.1033333333333333,1
2010-07-07,15036,77.0,60.4,0.8560000000000001,1
2010-07-08,15036,12.0,9.0,0.75,1
2010-07-09,15036,614.0,407.92,0.9650000000000001,1
2010-07-10,15036,0.0,0.0,0.9650000000000001,1
2010-07-11,15036,12.0,9.0,0.75,1
2010-07-12,15036,135.0,134.64,0.9620000000000001,1
2010-07-13,15036,123.0,112.92,0.9266666666666667,1
2010-07-14,15036,35.0,26.25,0.75,1
2010-07-15,15036,147.0,102.24000000000001,0.8216666666666667,1
2010-07-16,15036,40.0,32.12,0.8825000000000001,1
2010-07-17,15036,0.0,0.0,0.8825000000000001,1
2010-07-18,15036,96.0,72.0,0.75,1
2010-07-19,15036,199.0,165.68,0.9266666666666667,1
2010-07-20,15036,36.0,27.0,0.75,1
2010-07-21,15036,99.0,101.28,1.0150000000000001,1
2010-07-22,15036,823.0,508.04,0.7942857142857144,1
2010-07-23,15036,51.0,65.28,1.28,1
2010-07-24,15036,0.0,0.0,1.28,1
2010-07-25,15036,576.0,380.40000000000003,0.7166666666666667,1
2010-07-26,15036,24.0,18.0,0.75,1
2010-07-27,15036,0.0,0.0,0.75,1
2010-07-28,15036,0.0,0.0,0.75,1
2010-07-29,15036,40.0,51.2,1.28,1
2010-07-30,15036,0.0,0.0,0.75,1
2010-07-31,15036,0.0,0.0,0.75,1
2010-08-01,15036,0.0,0.0,0.75,1
2010-08-02,15036,36.0,27.0,0.75,0
2010-08-03,15036,52.0,66.56,1.28,0
2010-08-04,15036,44.0,75.4,1.1033333333333333,0
2010-08-05,15036,0.0,0.0,1.1033333333333333,0
2010-08-06,15036,0.0,0.0,1.1033333333333333,0
2010-08-07,15036,0.0,0.0,1.1033333333333333,0
2010-08-08,15036,0.0,0.0,1.1033333333333333,0
2010-08-09,15036,0.0,0.0,1.1033333333333333,0
2010-08-10,15036,0.0,2.5199999999999996,1.1033333333333333,0
2010-08-11,15036,2.0,2.56,1.28,0
2010-08-12,15036,0.0,0.0,1.28,0
2010-08-13,15036,54.0,69.12,1.28,0
2010-08-14,15036,0.0,0.0,1.28,0
2010-08-15,15036,12.0,9.0,0.75,1
2010-08-16,15036,0.0,0.0,0.75,1
2010-08-17,15036,0.0,0.0,0.75,1
2010-08-18,15036,0.0,0.0,0.75,1
2010-08-19,15036,0.0,0.0,0.75,1
2010-08-20,15036,0.0,0.0,0.75,1
2010-08-21,15036,0.0,0.0,0.75,0
2010-08-22,15036,0.0,0.0,0.75,0
2010-08-23,15036,0.0,0.0,0.75,0
2010-08-24,15036,0.0,0.0,0.75,0
2010-08-25,15036,0.0,0.0,0.75,0
2010-08-26,15036,4.0,5.120000000000001,0.9266666666666667,0
2010-08-27,15036,2.0,2.56,1.28,0
2010-08-28,15036,0.0,0.0,1.28,0
2010-08-29,15036,0.0,0.0,1.28,0
2010-08-30,15036,0.0,0.0,1.28,0
2010-08-31,15036,25.0,19.28,1.0150000000000001,0
2010-09-01,15036,1.0,1.28,1.28,0
2010-09-02,15036,0.0,0.0,1.28,0
2010-09-03,15036,0.0,0.0,1.28,0
2010-09-04,15036,0.0,0.0,1.28,0
2010-09-05,15036,0.0,0.0,1.28,0
2010-09-06,15036,2.0,2.56,1.28,0
2010-09-07,15036,0.0,0.0,1.28,0
2010-09-08,15036,0.0,0.0,1.28,0
2010-09-09,15036,0.0,0.0,1.28,0
2010-09-10,15036,0.0,0.0,1.28,0
2010-09-11,15036,0.0,0.0,1.28,0
2010-09-12,15036,0.0,0.0,1.28,0
2010-09-13,15036,0.0,0.0,1.28,0
2010-09-14,15036,1.0,1.28,1.28,0
2010-09-15,15036,2.0,2.56,1.28,0
2010-09-16,15036,0.0,0.0,1.28,0
2010-09-17,15036,0.0,0.0,0.75,1
2010-09-18,15036,0.0,0.0,0.75,1
2010-09-19,15036,0.0,0.0,0.75,1
2010-09-20,15036,4.0,3.5300000000000002,1.0150000000000001,1
2010-09-21,15036,15.0,11.25,0.75,1
2010-09-22,15036,0.0,0.0,0.75,1
2010-09-23,15036,0.0,0.0,0.75,1
2010-09-24,15036,2.0,1.5,0.75,1
2010-09-25,15036,0.0,0.0,0.75,1
2010-09-26,15036,0.0,0.0,0.75,1
2010-09-27,15036,0.0,0.0,0.75,1
2010-09-28,15036,8.0,6.0,0.75,1
2010-09-29,15036,0.0,0.0,0.75,1
2010-09-30,15036,15.0,19.2,1.28,0
2010-10-01,15036,0.0,0.0,1.28,0
2010-10-02,15036,0.0,0.0,1.28,0
2010-10-03,15036,0.0,0.0,1.28,0
2010-10-04,15036,0.0,0.0,1.28,0
2010-10-05,15036,0.0,0.0,1.28,0
2010-10-06,15036,0.0,0.0,1.28,0
2010-10-07,15036,0.0,0.0,1.28,0
2010-10-08,15036,0.0,0.0,1.28,0
2010-10-09,15036,0.0,0.0,1.28,0
2010-10-10,15036,0.0,0.0,1.28,0
2010-10-11,15036,600.0,390.0,0.65,1
2010-10-12,15036,48.0,36.0,0.75,1
2010-10-13,15036,145.0,109.28,0.9266666666666667,0
2010-10-14,15036,0.0,0.0,0.9266666666666667,0
2010-10-15,15036,14.0,11.56,1.0150000000000001,0
2010-10-16,15036,0.0,0.0,1.0150000000000001,0
2010-10-17,15036,24.0,18.0,0.75,1
2010-10-18,15036,37.0,28.28,0.9266666666666667,0
2010-10-19,15036,37.0,28.28,0.9266666666666667,0
2010-10-20,15036,26.0,20.56,1.0150000000000001,0
2010-10-21,15036,60.0,45.0,0.75,1
2010-10-22,15036,12.0,9.0,0.75,1
2010-10-23,15036,0.0,0.0,0.75,1
2010-10-24,15036,0.0,0.0,0.75,1
2010-10-25,15036,0.0,0.0,0.75,1
2010-10-26,15036,664.0,446.48,0.8933333333333334,0
2010-10-27,15036,1244.0,836.32,0.9650000000000001,0
2010-10-28,15036,84.0,88.44,0.9266666666666667,0
2010-10-29,15036,18.0,23.04,1.28,0
2010-10-30,15036,0.0,0.0,1.28,0
2010-10-31,15036,0.0,0.0,1.28,0
2010-11-01,15036,8.0,10.24,1.28,0
2010-11-02,15036,4.0,5.12,1.28,0
2010-11-03,15036,23.0,23.08,1.0150000000000001,0
2010-11-04,15036,146.0,110.56,1.0150000000000001,0
2010-11-05,15036,24.0,18.0,0.75,1
2010-11-06,15036,0.0,0.0,0.75,1
2010-11-07,15036,0.0,0.0,0.75,1
2010-11-08,15036,42.0,34.68,0.9620000000000001,0
2010-11-09,15036,0.0,0.0,0.9620000000000001,0
2010-11-10,15036,18.0,23.04,1.28,0
2010-11-11,15036,55.0,44.96,1.0150000000000001,0
2010-11-12,15036,15.0,12.84,1.1033333333333333,0
2010-11-13,15036,0.0,0.0,1.1033333333333333,0
2010-11-14,15036,0.0,0.0,1.1033333333333333,0
2010-11-15,15036,45.0,38.52,1.068,0
2010-11-16,15036,240.0,168.0,0.725,1
2010-11-17,15036,13.0,10.28,1.0150000000000001,0
2010-11-18,15036,57.0,44.34,0.9620000000000001,0
2010-11-19,15036,0.0,0.0,0.9620000000000001,0
2010-11-20,15036,0.0,0.0,0.9620000000000001,1
2010-11-21,15036,0.0,0.0,0.9620000000000001,1
2010-11-22,15036,22.0,21.8,1.1033333333333333,1
2010-11-23,15036,27.0,28.2,1.1033333333333333,1
2010-11-24,15036,636.0,417.0,0.7,1
2010-11-25,15036,194.0,149.74,0.8383333333333334,1
2010-11-26,15036,36.0,27.0,0.75,1
2010-11-27,15036,0.0,0.0,0.75,1
2010-11-28,15036,12.0,9.0,0.75,1
2010-11-29,15036,31.0,33.32,1.1033333333333333,1
2010-11-30,15036,24.0,18.0,0.75,1
2010-12-01,15036,0.0,0.0,0.75,1
2010-12-02,15036,48.0,36.0,0.75,1
2010-12-03,15036,15.0,12.84,1.0150000000000001,1
2010-12-04,15036,0.0,0.0,1.0150000000000001,1
2010-12-05,15036,12.0,9.0,0.75,1
2010-12-06,15036,4.0,5.12,1.28,1
2010-12-07,15036,0.0,0.0,1.28,1
2010-12-08,15036,13.0,10.28,1.0150000000000001,1
2010-12-09,15036,1.0,1.28,1.28,1
2010-12-10,15036,3.0,3.84,1.28,1
2010-12-11,15036,0.0,0.0,1.28,1
2010-12-12,15036,0.0,0.0,1.28,1
2010-12-13,15036,4.0,5.12,1.28,1
2010-12-14,15036,12.0,9.0,0.75,1
2010-12-15,15036,0.0,0.0,0.75,1
2010-12-16,15036,12.0,9.0,0.75,1
2010-12-17,15036,7.0,8.96,1.28,1
2010-12-18,15036,0.0,0.0,1.28,1
2010-12-19,15036,0.0,0.0,1.28,0
2010-12-20,15036,6.0,7.680000000000001,1.28,0
2010-12-21,15036,0.0,0.0,0.75,1
2010-12-22,15036,0.0,0.0,0.75,1
2010-12-23,15036,0.0,0.0,0.75,1
2010-12-24,15036,0.0,0.0,0.75,1
2010-12-25,15036,0.0,0.0,0.75,1
2010-12-26,15036,0.0,0.0,0.75,1
2010-12-27,15036,0.0,0.0,0.75,1
2010-12-28,15036,0.0,0.0,0.75,1
2010-12-29,15036,0.0,0.0,0.75,1
2010-12-30,15036,0.0,0.0,0.75,1
2010-12-31,15036,0.0,0.0,0.75,0
2011-01-01,15036,0.0,0.0,0.75,1
2011-01-02,15036,0.0,0.0,0.75,1
2011-01-03,15036,0.0,0.0,0.75,1
2011-01-04,15036,0.0,0.0,0.75,1
2011-01-05,15036,0.0,0.0,0.75,1
2011-01-06,15036,13.0,10.28,1.0150000000000001,1
2011-01-07,15036,5.0,6.4,1.28,1
2011-01-08,15036,0.0,0.0,1.28,1
2011-01-09,15036,0.0,0.0,1.28,1
2011-01-10,15036,19.0,24.32,1.28,1
2011-01-11,15036,12.0,9.0,0.75,1
2011-01-12,15036,4.0,5.12,1.28,1
2011-01-13,15036,121.0,91.25,0.9166666666666666,1
2011-01-14,15036,3.0,3.75,1.25,1
2011-01-15,15036,0.0,0.0,1.25,1
2011-01-16,15036,0.0,0.0,1.25,0
2011-01-17,15036,15.0,18.75,1.25,0
2011-01-18,15036,0.0,0.0,1.25,0
2011-01-19,15036,12.0,9.0,0.75,0
2011-01-20,15036,0.0,0.0,0.75,0
2011-01-21,15036,0.0,0.0,0.75,0
2011-01-22,15036,0.0,0.0,0.75,0
2011-01-23,15036,12.0,9.0,0.75,0
2011-01-24,15036,3.0,3.75,1.25,0
2011-01-25,15036,48.0,36.0,0.75,0
2011-01-26,15036,12.0,9.0,0.75,0
2011-01-27,15036,48.0,36.0,0.75,0
2011-01-28,15036,1.0,1.25,1.25,0
2011-01-29,15036,0.0,0.0,1.25,0
2011-01-30,15036,0.0,0.0,1.25,0
2011-01-31,15036,49.0,0.0,0.8633333333333333,1
2011-02-01,15036,36.0,27.0,0.75,1
2011-02-02,15036,4.0,5.0,1.25,0
2011-02-03,15036,12.0,15.0,1.25,0
2011-02-04,15036,1212.0,789.0,0.7,1
2011-02-05,15036,0.0,0.0,0.7,1
2011-02-06,15036,0.0,0.0,0.7,1
2011-02-07,15036,0.0,0.0,0.7,1
2011-02-08,15036,1.0,1.63,1.63,0
2011-02-09,15036,31.0,50.529999999999994,1.63,0
2011-02-10,15036,0.0,0.0,1.63,0
2011-02-11,15036,0.0,0.0,1.63,0
2011-02-12,15036,0.0,0.0,1.63,0
2011-02-13,15036,36.0,27.0,0.75,0
2011-02-14,15036,4.0,6.52,1.63,0
2011-02-15,15036,60.0,45.0,0.75,0
2011-02-16,15036,637.0,439.75,1.01,0
2011-02-17,15036,24.0,18.0,0.75,0
2011-02-18,15036,13.0,10.629999999999999,1.19,0
2011-02-19,15036,0.0,0.0,1.19,0
2011-02-20,15036,24.0,18.0,0.75,1
2011-02-21,15036,0.0,0.0,0.75,1
2011-02-22,15036,24.0,18.0,0.75,1
2011-02-23,15036,20.0,22.04,1.19,0
2011-02-24,15036,36.0,27.0,0.75,1
2011-02-25,15036,48.0,36.0,0.75,1
2011-02-26,15036,0.0,0.0,0.75,0
2011-02-27,15036,0.0,0.0,0.75,0
2011-02-28,15036,38.0,30.259999999999998,1.0433333333333332,0
2011-03-01,15036,16.0,15.52,1.19,0
2011-03-02,15036,0.0,0.0,1.19,0
2011-03-03,15036,7.0,11.41,1.63,0
2011-03-04,15036,30.0,48.9,1.63,0
2011-03-05,15036,0.0,0.0,1.63,0
2011-03-06,15036,0.0,0.0,1.63,0
2011-03-07,15036,45.0,35.51,1.19,0
2011-03-08,15036,4.0,6.52,1.63,0
2011-03-09,15036,84.0,63.0,0.75,1
2011-03-10,15036,224.0,168.0,0.75,1
2011-03-11,15036,0.0,0.0,0.75,1
2011-03-12,15036,0.0,0.0,0.75,1
2011-03-13,15036,12.0,9.0,0.75,1
2011-03-14,15036,12.0,9.0,0.75,0
2011-03-15,15036,0.0,0.0,0.75,0
2011-03-16,15036,48.0,36.0,0.75,0
2011-03-17,15036,634.0,445.42,1.434,0
2011-03-18,15036,612.0,399.0,0.7,0
2011-03-19,15036,0.0,0.0,0.7,0
2011-03-20,15036,36.0,27.0,0.75,0
2011-03-21,15036,24.0,18.0,0.75,0
2011-03-22,15036,51.0,83.13,1.63,0
2011-03-23,15036,0.0,0.0,1.63,0
2011-03-24,15036,0.0,0.0,1.63,0
2011-03-25,15036,0.0,0.0,1.63,0
2011-03-26,15036,0.0,0.0,1.63,0
2011-03-27,15036,24.0,18.0,0.75,1
2011-03-28,15036,28.0,24.52,1.19,0
2011-03-29,15036,0.0,0.0,1.19,0
2011-03-30,15036,1212.0,831.96,0.7333333333333334,1
2011-03-31,15036,1.0,1.63,1.63,0
2011-04-01,15036,12.0,9.959999999999999,0.83,0
2011-04-02,15036,0.0,0.0,0.83,0
2011-04-03,15036,0.0,0.0,0.83,0
2011-04-04,15036,6.0,9.78,1.63,0
2011-04-05,15036,0.0,0.0,1.63,0
2011-04-06,15036,0.0,0.0,1.63,0
2011-04-07,15036,48.0,36.0,0.75,0
2011-04-08,15036,93.0,88.71,1.134,0
2011-04-09,15036,0.0,0.0,1.134,0
2011-04-10,15036,0.0,0.0,1.134,0
2011-04-11,15036,12.0,9.959999999999999,0.83,1
2011-04-12,15036,12.0,9.959999999999999,0.83,1
2011-04-13,15036,684.0,501.72,0.8025,1
2011-04-14,15036,24.0,19.919999999999998,0.83,1
2011-04-15,15036,12.0,9.959999999999999,0.83,1
2011-04-16,15036,0.0,0.0,0.83,1
2011-04-17,15036,120.0,99.6,0.83,1
2011-04-18,15036,47.0,47.809999999999995,1.3633333333333333,0
2011-04-19,15036,78.0,69.53999999999999,1.15,0
2011-04-20,15036,48.0,39.839999999999996,0.83,1
2011-04-21,15036,1.0,0.83,0.83,0
2011-04-22,15036,0.0,0.0,0.83,0
2011-04-23,15036,0.0,0.0,0.83,0
2011-04-24,15036,0.0,0.0,0.83,0
2011-04-25,15036,0.0,0.0,0.83,0
2011-04-26,15036,615.0,444.45,0.7749999999999999,0
2011-04-27,15036,94.0,86.02,1.0966666666666667,0
2011-04-28,15036,60.0,43.199999999999996,0.72,1
2011-04-29,15036,0.0,0.0,0.72,1
2011-04-30,15036,0.0,0.0,0.72,1
2011-05-01,15036,24.0,19.919999999999998,0.83,0
2011-05-02,15036,0.0,0.0,0.83,0
2011-05-03,15036,221.0,187.42999999999998,1.0966666666666667,0
2011-05-04,15036,0.0,0.0,1.0966666666666667,0
2011-05-05,15036,665.0,489.15,1.0025,0
2011-05-06,15036,74.0,63.019999999999996,1.23,0
2011-05-07,15036,0.0,0.0,1.23,0
2011-05-08,15036,12.0,9.959999999999999,0.83,0
2011-05-09,15036,306.0,253.98,0.8299999999999998,0
2011-05-10,15036,266.0,220.77999999999997,0.83,0
2011-05-11,15036,70.0,58.099999999999994,0.83,0
2011-05-12,15036,939.0,671.37,0.8075,0
2011-05-13,15036,25.0,20.75,0.83,0
2011-05-14,15036,0.0,0.0,0.83,0
2011-05-15,15036,12.0,9.959999999999999,0.83,0
2011-05-16,15036,124.0,104.52,0.9633333333333333,0
2011-05-17,15036,601.0,433.63,1.1749999999999998,0
2011-05-18,15036,720.0,531.6,0.7749999999999999,0
2011-05-19,15036,78.0,69.53999999999999,0.9633333333333333,0
2011-05-20,15036,12.0,9.959999999999999,0.83,0
2011-05-21,15036,0.0,0.0,0.83,0
2011-05-22,15036,108.0,89.63999999999999,0.8299999999999998,0
2011-05-23,15036,60.0,49.8,0.83,0
2011-05-24,15036,118.0,173.14,1.3633333333333333,0
2011-05-25,15036,15.0,24.45,1.63,0
2011-05-26,15036,144.0,119.52,0.83,0
2011-05-27,15036,48.0,39.839999999999996,0.83,0
2011-05-28,15036,0.0,0.0,0.83,0
